LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESESIMP,
STR_EXPANSION_MPX_DESC,"The SIG Sauer MPX is an automatic gas operated SMG with a rotating bolt chambered in 9x19. It features a collapsable stock and folding sights, and can fire over 850 rounds per minute.","The SIG Sauer MPX is an automatic gas operated SMG with a rotating bolt chambered in 9x19. It features a collapsable stock and folding sights, and can fire over 850 rounds per minute.",SIG Sauer MPX je automatický plynový SMG s rotačním šroubem v komoře 9x19. Má skládací pažbu a skládací mířidla a může vystřelit přes 850 ran za minutu.,"Die SIG Sauer MPX ist eine automaitsche gasbetriebene Maschinenpistole mit einer sich rotierenden Bolzen, welches 9x19mm Munition nutzt. Es verwendet eine faltbare Schulterstütze und faltbare Visiere und kann über 850 Kugeln pro Minute schießen.",Автоматический газовый пистолет-пулемёт калибра 9х19мм с вращающимся затвором. Имеет складной приклад и складные прицельные приспособления. Обладает скорострельностью более 850 выстрелов в минуту.,"SIG Sauer MPX jest automatycznym pistoletem maszynowym operowany gazem oraz z obracającą się śrubą, o kalibrze 9x19mm. Ma również składającą się kolbę oraz składający się celownik mechaniczny. Potrafi wystrzelić ponad 850 nabojów na minutę.","A SIG Sauer MPX egy automata gázüzemű SMG, forgócsavarral, 9x19 alakban. Összecsukható készlettel és összecsukható célirányzékkal rendelkezik, és percenként több mint 850 fordulatot tud lőni.","Il SIG Sauer MPX è un SMG automatico a gas ed otturatore girevole, che utilizza proiettili 9x19mm. Solitamente include un calcio ed un mirino in ferro pieghevoli, e può sparare fino ad 850 colpi per minuto.","El SIG Sauer MPX es un Subfusil automático operado por gas con un perno giratorio con cámara de 9x19. Cuenta con una culata plegable y miras plegables, y puede disparar más de 850 rondas por minuto.","Le SIG Sauer MPX est une mitraillette à gaz automatique avec un boulon rotatif chambré en 9x19mm. Il dispose d'une crosse pliable et de mires pliantes, et peut tirer plus de 850 coups par minute.",MPX是一款新型自動氣動微型沖鋒槍，每分鐘的射速可以超過850發。,"O SIG Sauer MPX é um SMG automático a gás, com um parafuso rotativo em 9x19. Possui um estoque dobrável e miras dobráveis ​​e pode disparar mais de 850 disparos por minuto.",SIG Sauer MPX はガス式、回転式ボルトで駆動するサブマシンガンで、9x19mm 弾を使用、分間850発が連射可能です,MPX是一款新型自动气动微型冲锋枪，每分钟的射速可以超过850发。,
STR_EXPANSION_MPX_MAG,50Rnd MPX Magazine,50Rnd MPX Magazine,50rd MPX Mag,50Rnd MPX Magazin,Магазин MPX на 50 пат.,50Nb Magazynek MPX,50Rnd MPX Tár,Caricatore MPX da 50 Colpi,Cargador de 50 balas para MPX,Chargeur de 50 balles rondes pour le MPX,50發 MPX彈夾,50Rnd MPX Carregador,MPX 50連マガジン,50发 MPX弹夹,
STR_EXPANSION_MPX_MAG_DESC,50 Round drum magazine for the MPX,50 Round drum magazine for the MPX,50rd bubnový zásobník pro MPX,50 Kugel Trommelmagazin für die MPX.,50-ти патронный магазин для MPX,50Nb Magazynek bębnowy do MPX,50 Round drum magazine for the MPX,Caricatore a tamburo MPX contenente fino a 50 colpi 9x19mm,Cargador de tambor 50 balas para MPX,Chargeur de 50 balles rondes pour le MPX,可以容納5彈藥的MPX彈夾,Um carregador de 50 munições para a MPX.,MPX 専用50連ドラム式マガジン,可以容纳5弹药的MPX弹夹,
STR_EXPANSION_BENELLI_M4,Benelli M4,Benelli M4,Benelli M4,Benelli M4,Benelli M4,Benelli M4,Benelli M4,Benelli M4,Benelli M4,Benelli M4,Benelli M4,Benelli M4,Benelli M4,Benelli M4,
STR_EXPANSION_BENELLI_M4_DESC,The Benelli M4 is an Italian semi-automatic shotgun with a high rate of fire. It was designed for use under the US Military and was used by the Marine Corps under the designation M1014.,The Benelli M4 is an Italian semi-automatic shotgun with a high rate of fire. It was designed for use under the US Military and was used by the Marine Corps under the designation M1014.,Benelli M4 je italská poloautomatická brokovnice s vysokou palbou. Byl navržen pro použití pod americkou armádou a byl používán námořním sborem pod označením M1014.,Die Benelli M4 ist eine italienische halbautomatische Schrotflinte mit einer hohen Feuerrate. Sie wurde für das US Militär entwickelt und wurde unter der Bezeichnung M1014 von den Marine Korps genutzt.,Итальянское полуавтоматическое ружьё с высокой скорострельностью. Было разработано для использования в вооружённых силах США и использовалось морской пехотой под названием M1014.,Benelli M4 jest Włoską pół-automatyczną strzelbą z szybką szybkostrzelnością. Została zaprojektowana do użycia pod wojskiem Stanów Zjednoczonych i byla użyta przez Marine Corps pod imieniem M1014.,"A Benelli M4 egy olasz félautomata shotgun, magas tűzveszélyességgel. Úgy tervezték, hogy az amerikai katonaság használja, és a Tengerészeti Hadtest  M1014 megjelöléssel.",Il Benelli M4 è un fucile a pompa semi automatico Italiano con un alto rateo di fuoco. E' stato progettato per l'utilizzo dell' Esercito Statunitense ma fu utilizzato anche dalla Marina con il nome di M1014,La Benelli M4 es una escopeta semiautomática italiana con una alta cadencia de tiro. Fue diseñado para su uso bajo el ejército de los EE. UU. Y fue utilizado por el Cuerpo de Marines con la designación M1014.,Le Benelli M4 est un fusil de chasse semi-automatique italien à cadence de tir élevée. Il a été conçu pour être utilisé par l'armée américaine et a été utilisé par le Marine Corps sous la désignation M1014.,Benelli M4是一款意大利半自動獵槍，射速很高。它是為美國軍方設計的，海軍陸戰隊使用的代號為M1014。,A Benelli M4 é uma espingarda semi-automática italiana com alta taxa de tiro. Ele foi projetado para uso sob as Forças Armadas dos EUA e foi usado pelos policiais marítimos sob a designação M1014.,Beneli M4 はイタリアで開発された高い連射速度で知られているセミオートのショットガンです。アメリカ軍のためにデザインされ、M1014として海兵隊も採用しています。,Benelli M4是一款意大利半自动猎枪，射速很高。它是为美国军方设计的，海军陆战队使用的代号为M1014。,
STR_EXPANSION_RPG7_WARHEAD,RPG7 Warhead,RPG7 Warhead,RPG7 Hlavice,RPG7 Sprengkopf,Снаряд RPG-7,Głowica do RPG7,RPG7 Warhead,Razzo per RPG-7,RPG-7 Warhead,Ogive RPG4,PRG-7火箭彈,RPG7 Warhead,RPG-7 弾頭,PRG-7火箭弹,
STR_EXPANSION_RPG7,RPG-7,RPG-7,RPG-7,RPG-7,РПГ-7,RPG-7,RPG-7,RPG-7,RPG-7,RPG-7,RPG-7,RPG-7,RPG-7,RPG-7,
STR_EXPANSION_M16A4,M16A4,M16A4,M16A4,M16A4,M16A4,M16A4,M16A4,M16A4,M16A4,M16A4,M16A4,M16A4,M16A4,M16A4,
STR_EXPANSION_M16A4_DESC,"In 1964, the M16 entered U.S. military service and the following year was deployed for jungle warfare operations during the Vietnam War.The M16A4 is the fourth generation of the M16 series. It is equipped with a removable carry handle and a full length quad Picatinny rail for mounting optics and other ancillary devices. The FN M16A4, using safe/semi/burst selective fire, became standard issue for the U.S. Marine Corps.","In 1964, the M16 entered U.S. military service and the following year was deployed for jungle warfare operations during the Vietnam War.The M16A4 is the fourth generation of the M16 series. It is equipped with a removable carry handle and a full length quad Picatinny rail for mounting optics and other ancillary devices. The FN M16A4, using safe/semi/burst selective fire, became standard issue for the U.S. Marine Corps.","V roce 1964 vstoupila M16 do americké vojenské služby a následující rok byl nasazen na válečné operace v džungli během války ve Vietnamu. M16A4 je čtvrtá generace série M16. Je vybaven odnímatelnou rukojetí a úplnou čtyřkolkou Picatinny pro upevnění optiky a dalších pomocných zařízení. FN M16A4, používající bezpečný / polo / roztržení selektivní palbu, se stal standardním problémem pro americké námořní sbory.","1964 wurde die M16 im US Militär eingeführt und wurde im nächsten Jahr für Dschungelkriegsoperationen im Vietnamkrieg genutzt. Die M16A4 ist die vierte Generation der M16 Serie. Es ist mit einem entfernbaren Tragegriff und einer Quad Picatinny Schiene für Visiere usw. ausgestattet. Die FN M16A4 nutzt sicheren/halbautomatischen/burst Modus nutzt, wurde der Standard für die US Marine Korps.","В 1964 году М16 поступила на военную службу в США, а в следующем году использовалась для ведения боевых действий в джунглях Вьетнама. М16А4 - четвёртое поколение серии М16. Винтовка оснащена съёмной ручкой для переноски и направляющими Пикаттини для установки оптики и других устройств. FN M16A4, использующая три режима стрельбы, стала стандартным оружием для Корпуса Морской Пехоты США.","W roku 1964, M16 weszła w służbę w wojsku Stanów Zjednoczonych a następnego roku została wysłana do operacji podczas wojny w dżungli w Wojnie Wietnamskiej. M16A4 jest czwartą generacją serii M16. Posiada usuwalną rączkę do noszenia, oraz cztery szyny o pełnej długości do montowania celowników oraz innych urządzeń. FN M16A4, która używa trybów strzelania zabezpieczone/pojedyńcze/w seriach, stała się standardową bronią Amerykańskich Marine Corps.","1964-ben az M16 belépett az Egyesült Államok katonai szolgálatába, és a következő évet a dzsungelharci műveletekre vezették be a vietnami háború alatt. Az M16A4 az M16 sorozat negyedik generációja. Fel van szerelve eltávolítható hordozófogantyúval és egy teljes hosszúságú négyszeres Picatinny sínnel. Az optika és más kiegészítő eszközök rögzítéséhez. Az FN M16A4, biztonságos / félig / robbanás nélküli szelektív tüzet használva, szokásos kérdés az Egyesült Államok Marine Corps számára.","Nel 1964 l'M16 entrò in servizio per l'Esercito Statunitense e fu usato negli anni seguenti per le operazioni di contrasto alla guerriglia nella giungla durante la Guerra del Vietnam. L'M16A4 è la quarta generazione della serie M16. Equipaggia un maniglione da trasporto con mirino, ed un Picatinny Rail quadrilaterale per il montaggio di ottiche ed altri accessori. l'FN M16A4, con il suo selettore di fuoco a 3 modalità (Sicura, Semi Automatico e Raffica) diventò presto lo standard per l'Esercito Americano.","En 1964, el M16 ingresó al servicio militar de los EE. UU. Y al año siguiente se desplegó para operaciones de guerra en la jungla durante la Guerra de Vietnam. El M16A4 es la cuarta generación de la serie M16. Está equipado con un asa de transporte extraíble y un riel Picatinny cuádruple de longitud completa para montar ópticas y otros dispositivos auxiliares. El FN M16A4, que usa fuego selectivo seguro / semi / estallido, se convirtió en un problema estándar para el Cuerpo de Marines de los EE. UU.","En 1964, le M16 est entré dans le service militaire américain et l'année suivante a été déployé pour des opérations de guerre dans la jungle pendant la guerre du Vietnam.Le M16A4 est la quatrième génération de la série M16. Elle est équipée d'une poignée de transport amovible et d'un rail Picatinny quadruple pleine longueur pour le montage d'optiques et d'autres appareils auxiliaires. Le FN M16A4, utilisant un tir sélectif sûr / semi / éclaté, est devenu un problème standard pour le Corps des Marines des États-Unis.",1964年，M16進入美國軍隊服役，第二年年在越南戰爭期間被部署用於叢林作戰，M16A4是M16系列的第四代。它配備了一個可拆卸的提手和一個全長的四角鐵軌，用於安裝光學元件和其他輔助設備。 M16A4採用安全/半/連發模式，是美國海軍陸戰隊的標準裝備。,"Em 1964, o M16 entrou no serviço militar dos EUA e no ano seguinte foi implantado para operações de guerra na selva durante a Guerra do Vietnã. O M16A4 é a quarta geração da série M16. É equipado com uma alça de transporte removível e um trilho Picatinny quad de comprimento total para montagem de ópticas e outros dispositivos auxiliares. O FN M16A4, usando fogo seletivo seguro / semi / explosivo, tornou-se o problema padrão do Corpo de Fuzileiros Navais dos EUA.",1964年、M16 はアメリカ軍により正式採用され、翌年はベトナムのジャングル戦で使用されました。M16A4 は M16 の第4世代の版です。脱着式キャリーハンドルと Picatinny 4方面フルレールシステムが備えてあるため様々のスコープをはじめ、その他の備品が装着可能になっています。FN M16A4 のセーフ/セミオート/バーストシステムはアメリカ海兵隊の標準装備となりました。,1964年，M16进入美国军队服役，第二年年在越南战争期间被部署用于丛林作战，M16A4是M16系列的第四代。它配备了一个可拆卸的提手和一个全长的四角铁轨，用于安装光学元件和其他辅助设备。 M16A4采用安全/半/连发模式，是美国海军陆战队的标准装备。,
STR_EXPANSION_G36C,G36C,G36C,G36C,G36C,G36C,G36C,G36C,C36C,G36C,G36C,G36C,G36C,G36C,G36C,
STR_EXPANSION_G36C_DESC,"The G36C is a compact variant of the G36, produced by German manufacturer Heckler & Koch in 2001. It features a shorter barrel and a picatinny rail, along with detachable ironsights.","The G36C is a compact variant of the G36, produced by German manufacturer Heckler & Koch in 2001. It features a shorter barrel and a picatinny rail, along with detachable ironsights.","G36C je kompaktní varianta G36, vyrobená německým výrobcem Heckler & Koch v roce 2001. Má kratší hlaveň a kolejnici piknikanů spolu s odnímatelnými železnými zaměřovači.","Die G36C ist eine Kompaktvariante der G36, produziert von dem deutschen Hersteller Heckler & Koch im Jahr 2001. Es verwendet einen kürzeren Lauf und eine Picatunnyschiene, sowie ein abnehmbares Kimme und Korn.","G36C представляет собой компактный вариант G36, произведенного немецким производителем Heckler & Koch в 2001 году. Он оснащен более коротким стволом и планкой Пикатинни, а также съемными подвесными приспособлениями.","G36C jest kompaktową wersją G36, wyprodukowana przez Niemiecką firmę Heckler & Koch w roku 2001. Posiada krótszą lufę oraz szyny picatinny, razem z usuwalnymi celownikami mechanicznymi.","A G36C egy kompakt változat a G36-ból, amelyet a Heckler & Koch német gyártó készített 2001-ben. Rövidebb hordóval és picatinny sínnel, valamint levehető irányzékkal rendelkezik.","Il G36C è una variante compatta del G36, prodotto dalla compagnia Tedesca Heckler & Koch nel 2001. Dispone di una canna corta e di un Picatinny Rail, oltre a un mirino metallico rimovibile.","El G36C es una variante compacta del G36, producido por el fabricante alemán Heckler & Koch en 2001. Cuenta con un cañón más corto y un riel picatinny, junto con luces desmontables.","Le G36C est une variante compacte du G36, produit par le fabricant allemand Heckler & Koch en 2001. Il comprend un canon plus court et un rail picatinny, ainsi que des viseurs en fer détachables.",G36C是G36的緊湊型，由德國製造商Heckler&Koch在2001年生產。它有一個較短的槍管和一個小鐵軌，以及可拆卸的鐵瞄準器。,"O  G36C é uma variante compacta do G36, produzida pelo fabricante alemão Heckler & Koch em 2001. Possui um cano mais curto e um trilho picatinny, além de visões destacáveis.",G36C は G36 のコンパクト版で、2001年に ドイツ Heckler & Kock により開発生産されました。短いバレル、Picatinny レールシステム、脱着式アイアンサイトなどが特徴です。,G36C是G36的紧凑型，由德国制造商Heckler&Koch在2001年生产。它有一个较短的枪管和一个小铁轨，以及可拆卸的铁瞄准器。,
STR_EXPANSION_G36_30RND_MAGAZINE,30rd G36 Mag,30rd G36 Mag,30rd G36 Mag,G36 Magazin,Магазин G36 на 30 пат.,30nd magazynek G36,30rd G36 Mag,Caricatore G36 da 30 Colpi,Cargador de 30 balas de G36,Chargeur de 30 Balles de G36,30發G36彈夾,30rd G36 Carregador,30rd G36 Mag,30发G36弹夹,
STR_EXPANSION_G36_30RND_MAGAZINE_DESC,Detachable box magazine for the G36. Holds up to 30 rounds of 5.56x45mm.,Detachable box magazine for the G36. Holds up to 30 rounds of 5.56x45mm.,"Odnímatelný zásobník na zásobník pro G36. Pojme až 30 nábojů 5,56 x 45 mm.",Das Magazin für eine G36. Umfasst 30 Schuss 5.56x45mm Kugeln.,"Съемная коробка магазина для G36. Держит до 30 патронов 5,56x45 мм.",Odłączany magazynek pudełkowy do G36. Mieści do 30 rund o wymiarach 5.56x45 mm.,Detachable box magazine for the G36. Holds up to 30 rounds of 5.56x45mm.,Caricatore Estraibile per il G36. Contiene fino a 30 proiettili 5.56x45mm,Cargador de G36. capacidad de hasta 30 balas 5.56x45mm,"Chargeur amovible pour G36. Peut contenir jusqu'à 30 tours de 5,56x45 mm.",G36的可拆卸盒式彈夾。可容納30發5.56x45mm子彈。,Detém até 30 projetil de 5.56x45mm,Detachable box magazine for the G36. Holds up to 30 rounds of 5.56x45mm.,G36的可拆卸盒式弹夹。可容纳30发5.56x45mm子弹。,
STR_EXPANSION_M1A,M1A SOCOM,M1A SOCOM,M1A SOCOM,M1A SOCOM,M1A SOCOM,M1A SOCOM,M1A SOCOM,M1A SOCOM,M1A SOCOM,M1A SOCOM,M1A SOCOM,M1A SOCOM,M1A SOCOM,M1A SOCOM,
STR_EXPANSION_M1A_DESC,"The Springfield Armory M1A SOCOM 16. The M1A is a civilian variant of the iconic M14 rifle. It is almost identical to the M14, minus the fully automatic fire mode.","The Springfield Armory M1A SOCOM 16. The M1A is a civilian variant of the iconic M14 rifle. It is almost identical to the M14, minus the fully automatic fire mode.","Zbrojnice Springfield M1A SOCOM 16. M1A je civilní varianta kultovní pušky M14. Je téměř totožná s M14, minus plně automatický režim střelby.","Die Springfield Armory M1A SOCOM 16. Die M1A ist eine zivile Variante des legendären M14-Gewehrs. Es ist fast identisch mit dem M14, abzüglich des vollautomatischen Feuermodus.","The Springfield Armory M1A SOCOM 16. M1A представляет собой гражданский вариант культовой винтовки M14. Это почти идентично M14, за исключением полностью автоматического режима огня.","Springfield Armory M1A SOCOM 16. M1A to cywilna odmiana kultowego karabinu M14. Jest prawie identyczny z M14, pomijając w pełni automatyczny tryb ognia.","The Springfield Armory M1A SOCOM 16. The M1A is a civilian variant of the iconic M14 rifle. It is almost identical to the M14, minus the fully automatic fire mode.","Lo Springfield Armory M1A SOCOM 16. l' M1A è la variante civile del celeberrimo fucile M14 Springfield. E' quasi identico, salvo la modalità di fuoco totalmente automatica.",El Springfield M1A SOCOM 16. El M1A es una variante civil del icónico rifle M14. a excepción del disparo automatico es casi identico al M14,"Le Springfield Armoury M1A SOCOM 16. Le M1A est une variante civile du fusil M14 emblématique. Il est presque identique au M14, moins le mode de tir entièrement automatique.",斯普林菲爾德軍械庫M1A SOCOM 16。 M1A是標誌性的M14步槍的民用變種。它幾乎和M14一樣，除了全自動射擊模式。,"O Springfield Armory M1A SOCOM 16. O M1A é uma variante civil do icônico rifle M14. É quase idêntico ao M14, menos o modo de disparo totalmente automático","The Springfield Armory M1A SOCOM 16. The M1A is a civilian variant of the iconic M14 rifle. It is almost identical to the M14, minus the fully automatic fire mode.",斯普林菲尔德军械库M1A SOCOM 16。 M1A是标志性的M14步枪的民用变种。它几乎和M14一样，除了全自动射击模式。,
STR_EXPANSION_M1A_SCOPE_RAIL_SLOT_NAME,M1A/M14 Scope Mount,M1A/M14 Scope Mount,M1A/M14 mount na optiky,M1A / M14 Zielfernrohrhalterung,Крепление прицела M1A/M14,M1A/M14 Scope Mount,M1A/M14 Scope Mount,Staffa per Mirino M1A/M14,Rail para Mira M1A/M14,Support de lunette M1A / M14,M1A/M14 Scope Mount,M1A/M14 trilho de mira,M1A/M14 Scope Mount,M1A/M14 Scope Mount,
STR_EXPANSION_M1A_SCOPE_RAIL,M1A/M14 Scope Mount,M1A/M14 Scope Mount,M1A/M14 mount na optiky,M1A / M14 Zielfernrohrhalterung,Крепление прицела M1A/M14,M1A/M14 Scope Mount,M1A/M14 Scope Mount,Staffa per Mirino M1A/M14,M1A SOCOM,Support de lunette M1A / M14,M1A/M14 瞄準鏡,M1A/M14 trilho de mira,M1A/M14 Scope Mount,M1A/M14 瞄准镜,
STR_EXPANSION_M1A_SCOPE_RAIL_DESC,Raised picatinny rail mount for M1A/M14 rifles for affixing a longer scope than the built in-rail allows.,Raised picatinny rail mount for M1A/M14 rifles for affixing a longer scope than the built-in rail allows.,"Zvýšená montáž piknikového kolejnice pro pušky M1A / M14 pro připojení delšího rozsahu, než umožňuje zabudovaná kolejnice.","Erhöhte Picatinny-Schienenhalterung für M1A / M14-Gewehre zum Anbringen eines längeren Zielfernrohrs, als es die eingebaute Schiene zulässt.","Приподнятая планка Пикатинни для винтовок М1А / М14 для крепления более длинного прицела, чем позволяет встроенная рейка.",Podniesiony uchwyt szyny picatinny do karabinów M1A / M14 do zamocowania dłuższego lunety niż pozwala na to wbudowana szyna.,Raised picatinny rail mount for M1A/M14 rifles for affixing a longer scope than the built-in rail allows.,"Un Picatinny Rail rialzato per M1A ed M14, utile per attaccarvi mirini più lunghi di quanto il rail originale permetta.","Rail elevado Picatinny, permite acoplar un rail elevado mas alargado que el normal con lo que se pueden acoplar miras alargadas para larga distancia",Support de rail picatinny surélevé pour les fusils M1A / M14 pour fixer une portée plus longue que le rail intégré ne le permet.,用於M1A/M14來福槍的凸起的picatinny導軌支架，用於固定比內置導軌允許的範圍更長的範圍。,Montagem em trilho picatinny elevada para rifles M1A / M14 para fixação de uma mira mais longa do que o trilho incorporado permite,Raised picatinny rail mount for M1A/M14 rifles for affixing a longer scope than the built-in rail allows.,用于M1A/M14来福枪的凸起的picatinny导轨支架，用于固定比内置导轨允许的范围更长的范围。,
STR_EXPANSION_M1A_10RND_MAGAZINE,10rd M14 Mag,10rd M14 Mag,10rd M14 Mag,10 Schuss M14 Magazin,Магазин M14 на 10 пат.,10Nb Magazynek M14,10rd M14 Mag,Caricatore M14 da 10 Colpi,Cargador de 10 balas de M14,Chargeur de 10 Balles de M14,10發M14彈夾,10rd M14 Carregador,10rd M14 Mag,10发M14弹夹,
STR_EXPANSION_M1A_10RND_MAGAZINE_DESC,Holds up to 10 rounds of .308,Holds up to 10 rounds of .308,Zásobník pro 10 .308 nábojů.,Fasst bis zu 10 Schuss .308,10-ти патронный магазин для M14,Trzyma do 10 nabojów .308,Holds up to 10 rounds of .308,Contiene fino a 10 proiettili .308,Almacena hasta 10  balas de calibre .308,Peut contenir jusqu'à 10 cartouches de .308,能裝載10發.308子彈,Armazena até 10 pojetils de .308,Holds up to 10 rounds of .308,能装载10发.308子弹,
STR_EXPANSION_M1A_20RND_MAGAZINE,20rd M14 Mag,20rd M14 Mag,20rd M14 Mag,20 Schuss M14 Magazin,Магазин M14 на 20 пат.,20Nb Magazynek do M14,20rd M14 Mag,Caricatore M14 da 20 Colpi,Cargador de 20 balas de M14,Chargeur de 20 Balles de M14,20發M14彈夾,20rd M14 Carregador,20rd M14 Mag,20发M14弹夹,
STR_EXPANSION_M1A_20RND_MAGAZINE_DESC,Holds up to 20 rounds of .308,Holds up to 20 rounds of .308,Zásobník pro 20 .308 nábojů.,Fasst bis zu 20 Schuss .308,20-ти патронный магазин для M14,Trzyma do 20 nabojów .308,Holds up to 20 rounds of .308,Contiene fino a 20 proiettili .308,Almacena hasta 20  balas de calibre .308,Peut contenir jusqu'à 20 cartouches de .308,能裝載20發.308子彈,Armazena até 20 pojetils de .308,Holds up to 20 rounds of .308,能装载20发.308子弹,
STR_EXPANSION_SPRAYCAN_EXPANSION_M1A_DESC,A skin that can be applied onto the M1A or M14,A skin that can be applied onto the M1A or M14,"Skin, který lze aplikovat na M1A nebo M14.","Ein Skin, die auf den M1A oder M14 aufgetragen werden kann","Скин, который можно наносить на M1A или M14","Skórka, którą można nałożyć na M1A lub M14.",A skin that can be applied onto the M1A or M14,Una skin che può essere applicata su di un M1A o un M14,Una capa de pintura que se le puede aplicar a M1A / M14,Une teinture qui peut être appliquée sur le M1A ou M14,能被負載到槍上的皮膚,Uma camuflagem que pode ser aplicada no M1A ou M14,A skin that can be applied onto the M1A or M14,能被负载到枪上的皮肤,
STR_EXPANSION_SPRAYCAN_EXPANSION_M1A_BLACK_NAME,Spray can - M1A/M14 (Black),Spray can - M1A/M14 (Black),Sprej - M1A/M14 (Černá),Sprühdose - M1A / M14 (Schwarz),Баллончик с краской - M1A/M14 (Чёрный),Puszka Sprayu - M1A/M14 (Czarna),Spray can - M1A/M14 (Black),Bomboletta Spray - M1A/M14 (Nero),Spray de Pintura M1A/M14 (negro),Bombe de peinture - M1A/M14 (Noir),油漆罐 - M1A/M14 (黑色),Lata de spray - M1A / M14 (preto),Spray can - M1A/M14 (Black),油漆罐 - M1A/M14 (黑色),
STR_EXPANSION_SPRAYCAN_EXPANSION_M1A_TAN_NAME,Spray can - M1A/M14 (Tan),Spray can - M1A/M14 (Tan),Sprej - M1A/M14 (Tan),Sprühdose - M1A / M14 (Tan),Баллончик с краской - M1A/M14 (Тан),Puszka Sprayu - M1A/M14 (Pustynna),Spray can - M1A/M14 (Tan),Bomboletta Spray - M1A/M14 (Marroncino),Spray de Pintura M1A/M14 (bronze),Bombe de peinture - M1A/M14 (Beige),油漆罐 - M1A/M14 (Tan),Lata de spray - M1A / M14 (Bronze),Spray can - M1A/M14 (Tan),油漆罐 - M1A/M14 (Tan),
STR_EXPANSION_SPRAYCAN_EXPANSION_M1A_GREEN_NAME,Spray can - M1A/M14 (Green),Spray can - M1A/M14 (Green),Sprej - M1A/M14 (Zelená),Sprühdose - M1A / M14 (Grün),Баллончик с краской - M1A/M14 (Зелёный),Puszka Sprayu - M1A/M14 (Zielona),Spray can - M1A/M14 (Green),Bomboletta Spray - M1A/M14 (Verde),Spray de Pintura M1A/M14 (verde),Bombe de peinture - M1A/M14 (Vert),油漆罐 - M1A/M14 (綠色),Lata de spray - M1A / M14 (verde),Spray can - M1A/M14 (Green),油漆罐 - M1A/M14 (绿色),
STR_EXPANSION_AWM,AWM,AWM,AWM,AWM,AWM,AWM,AWM,AWM,AWM,AWM,AWM,AWM,AWM,AWM,
STR_EXPANSION_AWM_DESC,The Accuracy International Arctic Warfare Magnum. Bolt action rifle typically chambered in .338 Lapua Magnum.,The Accuracy International Arctic Warfare Magnum. Bolt action rifle typically chambered in .338 Lapua Magnum.,The Accuracy International Arctic Warfare Magnum. Bolt action rifle typically chambered in .338 Lapua Magnum.,The Accuracy International Arctic Warfare Magnum. Bolt action rifle typically chambered in .338 Lapua Magnum.,"The Accuracy International Arctic Warfare Magnum. Винтовка болтовового действия, как правило, под патрон .338 Lapua Magnum.",The Accuracy International Arctic Warfare Magnum. Bolt action rifle typically chambered in .338 Lapua Magnum.,The Accuracy International Arctic Warfare Magnum. Bolt action rifle typically chambered in .338 Lapua Magnum.,L'Accuracy International Arctic Warfare Magnum. Fucile Bolt Action caricato con proiettili .338 Lapua Magnum,Rifle Accuracy International Arctic Warfare Magnum. Rifle de cerrojo .338 Lapua Magnum.,"Le Accuracy International Arctic Warfare Magnum. Fusil à verrou, généralement chambré en .338 Lapua Magnum.",精確度國際北極戰爭大酒瓶。螺栓行動步槍通常裝在.338拉普亞馬格南（Lapua Magnum）中。,The Accuracy International Arctic Warfare Magnum. Bolt action rifle typically chambered in .338 Lapua Magnum.,The Accuracy International Arctic Warfare Magnum. Bolt action rifle typically chambered in .338 Lapua Magnum.,精确度国际北极战争大酒瓶。螺栓行动步枪通常装在.338拉普亚马格南（Lapua Magnum）中。,
STR_EXPANSION_AWM_5RND_MAGAZINE,5Rnd AWM Mag,5Rnd AWM Mag,5Rnd AWM Mag,5 Schuss AWM Magazin,5Rnd AWM Mag,5Rnd AWM Mag,5Rnd AWM Mag,Caricatore AWM da 5 Colpi,Cargador de 5 balas para AWM,Chargeur de AWM 5 Balles,5Rnd AWM Mag,5Rnd AWM Mag,5Rnd AWM Mag,5Rnd AWM Mag,
STR_EXPANSION_AWM_5RND_MAGAZINE_DESC,5 Round magazine of .338 for the AWM.,5 Round magazine of .338 for the AWM.,5 Round magazine of .338 for the AWM.,Fasst bis zu 5 Schuss .338 für die AWM.,Магазин на 5 патронов калибра .338 для AWM.,5 Round magazine of .338 for the AWM.,5 Round magazine of .338 for the AWM.,Caricatore AWM che può contenere fino a 5 colpi .338,Cargador de 5 balas .338 para AWM,Chargeur de 5 balles de .338 pour le fusil AWM,5枚.338的彈匣，用於AWM。,5 Round magazine of .338 for the AWM.,5 Round magazine of .338 for the AWM.,5枚.338的弹匣，用于AWM。,
STR_EXPANSION_AMMOBOX_338,Boxed .338 Lapua Magnum Rounds,Boxed .338 Lapua Magnum Rounds,Boxed .338 Lapua Magnum Rounds,Verpackte .338 Lapua Magnum Munition,Патроны .338 Lapua Magnum в коробке,Boxed .338 Lapua Magnum Rounds,Boxed .338 Lapua Magnum Rounds,Scatola di proiettili .338 Lapua Magnum,Caja de .338 Balas Lapua Magnum,Balles de .338 Lapua Magnum en boîte,盒裝 0.338 Lapua Magnum 子彈,Boxed .338 Lapua Magnum Rounds,Boxed .338 Lapua Magnum Rounds,盒装 0.338 Lapua Magnum 子弹,
