"LANGUAGE","ORIGINAL","ENGLISH","CZECH","GERMAN","RUSSIAN","POLISH","HUNGARIAN","ITALIAN","SPANISH","FRENCH","CHINESE","PORTUGUESE","JAPANESE","CHINESESIMP",
"STR_EXPANSION_VEHICLE_UAZ_DESC","The UAZ-469 is an all-terrain, all-purpose military vehicle manufactured by UAZ. It was used by the armed forces of the Soviet Union and other Warsaw Pact countries, as well as paramilitary units of the Eastern Bloc. ... The classic military version offers seven seats.","The UAZ-469 is an all-terrain, all-purpose military vehicle manufactured by UAZ. It was used by the armed forces of the Soviet Union and other Warsaw Pact countries, as well as paramilitary units of the Eastern Bloc. ... The classic military version offers seven seats.","UAZ-469 je terénní vojenské vozidlo vyráběné společností UAZ. Bylo používáno ozbrojenými silami Sovětského svazu a dalších zemí Varšavské smlouvy a také paramilitárními jednotkami Východního bloku. Klasická vojenská verze nabízí sedm sedadel.","The UAZ-469 is an all-terrain, all-purpose military vehicle manufactured by UAZ. It was used by the armed forces of the Soviet Union and other Warsaw Pact countries, as well as paramilitary units of the Eastern Bloc. ... The classic military version offers seven seats.","УАЗ-469 - это вездеход, универсальный военный автомобиль производства УАЗ. Его использовали вооруженные силы Советского Союза и других стран Варшавского договора, а также полувоенные формирования Восточного блока. ... Классическая военная версия предлагает семь мест.","The UAZ-469 is an all-terrain, all-purpose military vehicle manufactured by UAZ. It was used by the armed forces of the Soviet Union and other Warsaw Pact countries, as well as paramilitary units of the Eastern Bloc. ... The classic military version offers seven seats.","The UAZ-469 is an all-terrain, all-purpose military vehicle manufactured by UAZ. It was used by the armed forces of the Soviet Union and other Warsaw Pact countries, as well as paramilitary units of the Eastern Bloc. ... The classic military version offers seven seats.","L'UAZ-469 è un veicolo militare per ogni terreno e multiruolo prodotto da UAZ. E' stato usato dalle Forze Armate della ex Unione Sovietica ed altri del Patto di Varsavia, così come da gruppi paramilitari del Blocco Orientale. La classica versione militare è dotata di sette posti.","The UAZ-469 is an all-terrain, all-purpose military vehicle manufactured by UAZ. It was used by the armed forces of the Soviet Union and other Warsaw Pact countries, as well as paramilitary units of the Eastern Bloc. ... The classic military version offers seven seats.","L'UAZ-469 est un véhicule militaire tout-terrains, tout-usages fabriqué par UAZ. Il a été utilisé par les forces armées soviétiques et des autres pays du Pacte de Varsovie, ainsi que par des unités paramilitaires du bloc de l'Est. ... La version classique militaire offre sept places assises.","UAZ-469 是一款由UAZ製造的全地形多用途軍用車輛。它曾被蘇聯和其他華沙條約組織國家的武裝力量以及東方集團的準軍事部隊所使用。... 其經典的軍用版本提供七個座位。","The UAZ-469 is an all-terrain, all-purpose military vehicle manufactured by UAZ. It was used by the armed forces of the Soviet Union and other Warsaw Pact countries, as well as paramilitary units of the Eastern Bloc. ... The classic military version offers seven seats.","The UAZ-469 is an all-terrain, all-purpose military vehicle manufactured by UAZ. It was used by the armed forces of the Soviet Union and other Warsaw Pact countries, as well as paramilitary units of the Eastern Bloc. ... The classic military version offers seven seats.","UAZ-469是UAZ制造的全地形，多用途军用车辆。苏联和其他华沙条约国家的武装部队以及东部集团的准军事部队都使用了它。 ...经典的军事版本提供七个座位。",
"STR_EXPANSION_VEHICLE_UAZ_DOOR_BACK_LEFT","UAZ Back-Left Door","UAZ Back-Left Door","UAZ Zadní levé dveře","UAZ Back-Left Door","УАЗ дверь задняя левая","UAZ Back-Left Door","UAZ Back-Left Door","Portiera Posteriore Sinistra UAZ","UAZ Back-Left Door","Portière arrière Gauche de UAZ","UAZ 左後門","UAZ Porta traseira esquerda","UAZ Back-Left Door","UAZ Back-Left Door",
"STR_EXPANSION_VEHICLE_UAZ_DOOR_BACK_LEFT_DESC","Rear Left door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","Rear Left door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","Zadní levé dveře terénního vozidla UAZ 469. Udržuje pasažéra na zadním sedadle v bezpečí uvnitř vozidla.","Rear Left door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","Задняя левая дверь от УАЗ 469 для бездорожья. Обеспечивает безопасность пассажира на заднем сиденье внутри автомобиля.","Rear Left door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","Rear Left door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","Portiera Posteriore Sinistra per lo UAZ 469. Tiene il passeggero al sicuro nell'abitacolo","Rear Left door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","Porte arrière gauche du tout-terrain UAZ 469. Garde le passager sur la banquette arrière en sécurité à l'intérieur du véhicule.","UAZ 469 越野車的左後門。保持後座乘客安全地留在車內。","Porta traseira esquerda do UAZ 469 off-road. Mantém o passageiro no banco traseiro seguro dentro do veículo.","Rear Left door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","越野UAZ 469的左后门。使后座乘客保持在车内的安全位置。",
"STR_EXPANSION_VEHICLE_UAZ_DOOR_BACK_RIGHT","UAZ Back-Right Door","UAZ Back-Right Door","UAZ Zadní pravé dveře","UAZ Back-Right Door","УАЗ дверь задняя правая","UAZ Back-Right Door","UAZ Back-Right Door","Portiera Posteriore Destra UAZ","UAZ Back-Right Door","Portière arrière Droite de UAZ","UAZ 右後門","UAZ Porta direita traseira","UAZ Back-Right Door","UAZ Back-Right Door",
"STR_EXPANSION_VEHICLE_UAZ_DOOR_BACK_RIGHT_DESC","Rear Right  door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","Rear Right  door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","Zadní pravé dveře terénního vozidla UAZ 469. Udržuje pasažera na zadním sedadle v bezpečí uvnitř vozidla.","Rear Right  door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","Дверь задняя правая от УАЗ 469 для бездорожья. Обеспечивает безопасность пассажира на заднем сиденье внутри автомобиля","Rear Right  door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","Rear Right  door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","Portiera Posteriore Destra per lo UAZ 469. Tiene il passeggero al sicuro nell'abitacolo","Rear Right  door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","Porte arrière droite du tout-terrain UAZ 469. Garde le passager sur la banquette arrière en sécurité à l'intérieur du véhicule.","UAZ 469 越野車的右後門。保持後座乘客安全地留在車內。","Porta traseira direita do UAZ 469 off-road. Mantém o passageiro no banco traseiro seguro dentro do veículo.","Rear Right  door of the UAZ 469 off-road. Keeps the passenger in the backseat safe inside the vehicle.","越野UAZ 469的右后门。使后座乘客保持在车内的安全位置。",
"STR_EXPANSION_VEHICLE_UAZ_DOOR_FRONT_LEFT","UAZ Front-Left Door","UAZ Front-Left Door","UAZ Přední levé dveře","UAZ Front-Left Door","УАЗ дверь передняя левая","UAZ Front-Left Door","UAZ Front-Left Door","Portiera Anteriore Sinistra UAZ","UAZ Front-Left Door","Portière avant Gauche de UAZ","UAZ 左前門","UAZ Porta dianteira esquerda","UAZ Front-Left Door","UAZ Front-Left Door",
"STR_EXPANSION_VEHICLE_UAZ_DOOR_FRONT_LEFT_DESC","Front Left door of the UAZ 469 off-road. Keeps the driver safe inside the vehicle.","Front Left door of the UAZ 469 off-road. Keeps the driver safe inside the vehicle.","Přední levé dveře terénního vozidla UAZ 469. Udržuje řidiče v bezpečí uvnitř vozidla.","Front Left door of the UAZ 469 off-road. Keeps the driver safe inside the vehicle.","Передняя левая дверь от УАЗ 469 для бездорожья. Обеспечивает безопасность водителя в автомобиле.","Front Left door of the UAZ 469 off-road. Keeps the driver safe inside the vehicle.","Front Left door of the UAZ 469 off-road. Keeps the driver safe inside the vehicle.","Portiera Anteriore Sinistra per lo UAZ 469. Tiene il guidatore al sicuro nell'abitacolo","Front Left door of the UAZ 469 off-road. Keeps the driver safe inside the vehicle.","Porte avant gauche du tout-terrain UAZ 469. Garde le conducteur en sécurité à l'intérieur du véhicule.","UAZ 469 越野車的左前門。保持駕駛員安全地留在車內。","Porta dianteira esquerda do UAZ 469 off-road. Mantém o motorista seguro dentro do veículo.","Front Left door of the UAZ 469 off-road. Keeps the driver safe inside the vehicle.","越野UAZ 469的左前门。确保驾驶员在车内安全。",
"STR_EXPANSION_VEHICLE_UAZ_DOOR_FRONT_RIGHT","UAZ Front-Right Door","UAZ Front-Right Door","UAZ Přední pravé dveře","UAZ Front-Right Door","УАЗ дверь передняя правая","UAZ Front-Right Door","UAZ Front-Right Door","Portiera Anteriore Destra  UAZ","UAZ Front-Right Door","Portière avant Droite de UAZ","UAZ 右前門","UAZ Porta dianteira direita","UAZ Front-Right Door","UAZ Front-Right Door",
"STR_EXPANSION_VEHICLE_UAZ_DOOR_FRONT_RIGHT_DESC","Front Right door of the UAZ 469 off-road. Keeps the co-driver safe inside the vehicle.","Front Right door of the UAZ 469 off-road. Keeps the co-driver safe inside the vehicle.","Přední pravé dveře terénního vozidla UAZ 469. Udržuje spolujezdce v bezpečí uvnitř vozidla.","Front Right door of the UAZ 469 off-road. Keeps the co-driver safe inside the vehicle.","Передняя правая дверь от УАЗ 469 для бездорожья. Обеспечивает безопасность второго водителя в автомобиле","Front Right door of the UAZ 469 off-road. Keeps the co-driver safe inside the vehicle.","Front Right door of the UAZ 469 off-road. Keeps the co-driver safe inside the vehicle.","Portiera Anteriore Destra per lo UAZ 469. Tiene il guidatore al sicuro nell'abitacolo","Front Right door of the UAZ 469 off-road. Keeps the co-driver safe inside the vehicle.","Porte avant droite du tout-terrain UAZ 469. Garde le copilote en sécurité à l'intérieur du véhicule.","UAZ 469 越野車的右前門。保持副駕駛安全地留在車內。","Porta dianteira direita do UAZ 469 off-road. Mantém o co-piloto seguro dentro do veículo.","Front Right door of the UAZ 469 off-road. Keeps the co-driver safe inside the vehicle.","越野UAZ 469的右前门。使副驾驶员在车内安全。",
"STR_EXPANSION_VEHICLE_UAZ_DOOR_HOOD","UAZ Hood","UAZ Hood","Kapota UAZ 469","UAZ Motorhaube","Капот УАЗ","UAZ Hood","UAZ Hood","Cofano UAZ","UAZ Hood","UAZ Hood","UAZ 引擎蓋","UAZ Hood","UAZ Hood","UAZ 引擎盖",
"STR_EXPANSION_VEHICLE_UAZ_DOOR_HOOD_DESC","Hood of the UAZ 469 off-road. Used for keeping hood contents closed.","Hood of the UAZ 469 off-road. Used for keeping hood contents closed.","Kapota terénního vozidla UAZ 469. Používá se k udržení obsahu kapoty uzavřeného.","Eine Motorhaube eines UAZ 469. Schützt wichtige Fahrzeugteile.","Капот внедорожника УАЗ 469. Используется для удержания содержимого капота в закрытом состоянии.","Hood of the UAZ 469 off-road. Used for keeping hood contents closed.","Hood of the UAZ 469 off-road. Used for keeping hood contents closed.","Cofano per l'Off-Road UAZ 469. Usato per tenere al sicuro il contenuto del Cofano.","Hood of the UAZ 469 off-road. Used for keeping hood contents closed.","Hood of the UAZ 469 off-road. Used for keeping hood contents closed.","UAZ 469 越野車的引擎蓋。用於保持引擎蓋內容物密封。","Hood of the UAZ 469 off-road. Used for keeping hood contents closed.","Hood of the UAZ 469 off-road. Used for keeping hood contents closed.","UAZ 469 越野引擎盖。 用于保持引擎盖内容物关闭。",
"STR_EXPANSION_VEHICLE_UAZ_DOOR_TRUNK","UAZ Trunk","UAZ Trunk","Kufr UAZ 469","UAZ Kofferraumdeckel","Дверь багажника УАЗ","UAZ Trunk","UAZ Trunk","Bagagliaio UAZ","UAZ Trunk","Coffre de UAZ","UAZ 行李箱","UAZ Porta Mala","UAZ Trunk","UAZ 行李箱门",
"STR_EXPANSION_VEHICLE_UAZ_DOOR_TRUNK_DESC","Trunk door of the UAZ 469 off-road. Used for keeping trunk contents closed.","Trunk door of the UAZ 469 off-road. Used for keeping trunk contents closed.","Kufr terénního vozidla UAZ 469. Používá se k udržení obsahu kufru uzavřeného.","Ein Kofferaumdeckel eines UAZ 469.","Дверь багажника УАЗ 469 внедорожник. Используется для хранения содержимого багажника закрытым.","Trunk  door of the UAZ 469 off-road. Used for keeping trunk contents closed.","Trunk  door of the UAZ 469 off-road. Used for keeping trunk contents closed.","Bagagliaio per lo UAZ 469. Usato per tenere chiuso il retro, tenendo le tue cose al sicuro.","Trunk  door of the UAZ 469 off-road. Used for keeping trunk contents closed.","Porte de coffre du tout-terrain UAZ 469. Utilisé pour garder le contenu du coffre fermé.","UAZ 469 越野車的行李箱門。用於保持行李箱內容物密封。","Porta tronco do UAZ 469 off-road. Usado para manter o conteúdo do tronco fechado.","Trunk  door of the UAZ 469 off-road. Used for keeping trunk contents closed.","UAZ 469越野的后备箱门。用于保持行李箱内物品封闭。",
"STR_EXPANSION_VEHICLE_UAZ_ROOFLESS","UAZ 469 Roofless","UAZ 469 Roofless","UAZ 469 Bez střechy","UAZ 469 dachlos","УАЗ 469 Без крыши","UAZ 469 Roofless","UAZ 469 Roofless","UAZ 469 senza cappotta","UAZ 469 Roofless","UAZ 469 sans toit","UAZ 469 無頂篷","UAZ 469 Capota aberta","UAZ 469 Roofless","UAZ 469 Roofless",
"STR_EXPANSION_VEHICLE_UAZ_WHEEL","UAZ 469 Wheel","UAZ 469 Wheel","Kolo UAZ 469","UAZ 469 Rad","УАЗ 469 Колесо","UAZ 469 Wheel","UAZ 469 Wheel","Ruota UAZ 469","UAZ 469 Wheel","Roue de UAZ 469","UAZ 469 輪子","UAZ 469 Roda","UAZ 469 Wheel","UAZ 469 车轮",
"STR_EXPANSION_VEHICLE_UAZ_WHEEL_DESC","A wheel of the UAZ 469 off-road. Deep-treaded tire is used to improve vehicle driving capabilities in terrain.","A wheel of the UAZ 469 off-road. Deep-treaded tire is used to improve vehicle driving capabilities in terrain.","Kolo terénního vozidla UAZ 469. Hluboký dezén pneumatik se používá k zlepšení jízdních vlastností vozidla v terénu.","Ein Offroad-Rad von einem UAZ 469.","Колесо от УАЗ 469 для бездорожья. Шина с глубоким протектором используется для улучшения управляемости автомобиля по бездорожью.","A wheel of the UAZ 469 off-road. Deep-treaded tire is used to improve vehicle driving capabilities in terrain.","A wheel of the UAZ 469 off-road. Deep-treaded tire is used to improve vehicle driving capabilities in terrain.","Una ruota del Fuoristrada UAZ 469. Con il battistrada profondo, è l'ideale per terreni sconnessi..","A wheel of the UAZ 469 off-road. Deep-treaded tire is used to improve vehicle driving capabilities in terrain.","Une roue du tout-terrain UAZ 469. Le pneu à bande de roulement profonde est utilisé pour améliorer les capacités de conduite du véhicule en terrain.","UAZ 469 越野車的一個輪子。深花紋胎用於提高車輛在不平地形中的行駛能力。","Uma roda do UAZ 469 off-road. O pneu de banda larga é usado para melhorar as capacidades de direção do veículo em terreno.","A wheel of the UAZ 469 off-road. Deep-treaded tire is used to improve vehicle driving capabilities in terrain.","UAZ 469越野车轮。深胎轮胎用于提高地形上的车辆行驶能力。",
"STR_EXPANSION_VEHICLE_UTILITY","RHIB","RHIB","RHIB","RHIB","RHIB","RHIB","RHIB","RHIB","RHIB","RHIB","RHIB","RHIB","RHIB","RHIB",
"STR_EXPANSION_VEHICLE_ZODIAC","PBX","PBX","PBX","PBX","PBX","PBX","PBX","PBX","PBX","PBX","PBX","PBX","PBX","PBX",
"STR_USRACT_CONNECT_WINCH","Connect Winch to","Connect Winch to","Připojit naviják","Verbinde Winde mit","Присоединить лебёдку к","Połącz Korbę Do","Csörlő csatlakoztatása","Connetti il Vericello a","Conectar cabrestante a","Attacher le treuil","連接绞盘到","Conectar Guincho","ウィンチに接続","将绞盘连接到",
"STR_USRACT_CUT_PARACHUTE","Cut off the parachute","Cut off the parachute","Odříznout padák","Fallschirm abschneiden","Отрезать парашют","Odetnij Spadochron","Ejtőernyő levágása","Taglia Paracadute","Cortar el paracaidas","Couper le parachute","切斷降落傘","Cortar Paraquedas","Cut off the parachute","切割降落伞",
"STR_USRACT_DISCONNECT_WINCH","Disconnect Winch","Disconnect Winch","Odpojit naviják","Entfernde Winde von","Отсоединить лебёдку","Odłącz Korbę","Csörlő lecsatolása","Sconnetti il Vericello","Desconectar cabrestante","Séparer le treuil","斷開绞盘","Desconectar Guincho","ウィンチ解除","断开绞盘",
"STR_USRACT_OPEN_PARACHUTE","Open Parachute","Open Parachute","Otevřít padák","Öffne Fallschirm","Открыть парашут","Otwórz Spadochron","Ejtőernyő nyitása","Apri Paracadute","Abrir para caidas","Ouvrir Parachute","打開降落傘","Abrir Paraquedas","Open Parachute","打开降落伞",
"STR_USRACT_USE_CARHORN","Use Carhorn","Use Carhorn","Použít klakson","Hupe","Использовать гудок","Klakson","Duda használata","Usa Clacson","Usar bocina","Utiliser le klaxon","使用汽車喇叭","Usar Buzina","Use Carhorn","鸣笛",
