"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_MOUSE_CONTROL_INVERTED","INVERTED MOUSE CONTROL","INVERTED MOUSE CONTROL","OBRÁCENÝ POHYB MYŠI","INVERTIERTE MAUSSTEUERUNG","ИНВЕРТИРОВАТЬ УПРАВЛЕНИЕ МЫШЬЮ","ODWRÓCONA KONTROLA MYSZY","INVERTED MOUSE CONTROL","CONTROLLI MOUSE INVERTITI","Control con raton invertido","CONTRÔLE DE SOURIS INVERSÉ","反轉滑鼠控制","INVERTED MOUSE CONTROL","INVENTER CONTROLE POR MOUSE","翻转鼠标控件",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_PLANE_MOUSE_CONTROL","PLANE MOUSE CONTROL","PLANE MOUSE CONTROL","OVLÁDÁNÍ LETADEL MYŠÍ","EBENE MAUSSTEUERUNG","САМОЛЁТ УПРАВЛЕНИЕ МЫШЬЮ","Sterowania Samolotu Myszką","PLANE MOUSE CONTROL","CONTROLLA AEREO CON IL MOUSE","control de avión con ratón","CONTRÔLE DE L'AVION À LA SOURIS","飛機滑鼠控制","PLANE MOUSE CONTROL","AVIÃO - CONTROLE POR MOUSE","飞机鼠标控制",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_PLANE_MOUSE_CONTROL_DESC",,,,,"Позволяет управлять креном и наклоном самолета с помощью мыши.",,,,"te permite controlar el avion con un ratón",,,,"Permite controlar veículos aéreos com o mouse.",,
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_RESYNC_TIMEOUT","VEHICLE RESYNC TIMEOUT","VEHICLE RESYNC TIMEOUT","VEHICLE RESYNC TIMEOUT","RESYNC-ZEITÜBERSCHREITUNG","ВРЕМЯ ДО СИНХРОНИЗАЦИИ","VEHICLE RESYNC TIMEOUT","VEHICLE RESYNC TIMEOUT","VEHICLE RESYNC TIMEOUT","VEHICLE RESYNC TIMEOUT","DÉLAI RECONNEXION VÉHICULE","VEHICLE RESYNC TIMEOUT","VEHICLE RESYNC TIMEOUT","VEHICLE RESYNC TIMEOUT","VEHICLE RESYNC TIMEOUT",
"STR_EXPANSION_SETTINGS_CLIENT_VEHICLES_RESYNC_TIMEOUT_DESC","How long after desync and no resync has occurred vehicle physics updates are halted and position is restored to last known from server.","How long after desync and no resync has occurred vehicle physics updates are halted and position is restored to last known from server.","How long after desync and no resync has occurred vehicle physics updates are halted and position is restored to last known from server.","Findet nach einem Desync kein Resync innerhalb der angegebenen Zeit statt, wird die Fahrzeug-Physik angehalten und die zuletzt bekannte vom Server erhaltene Position wiederhergestellt.","Через сколько секунд после рассинхронизации транспорт синронизируется с серверной позицией.","How long after desync and no resync has occurred vehicle physics updates are halted and position is restored to last known from server.","How long after desync and no resync has occurred vehicle physics updates are halted and position is restored to last known from server.","How long after desync and no resync has occurred vehicle physics updates are halted and position is restored to last known from server.","How long after desync and no resync has occurred vehicle physics updates are halted and position is restored to last known from server.","Combien de temps après une désynchronisation et en l'absence de resynchronisation les mises à jour physiques du véhicule sont-elles interrompues et la position est-elle rétablie à la dernière position connue du serveur ?","How long after desync and no resync has occurred vehicle physics updates are halted and position is restored to last known from server.","How long after desync and no resync has occurred vehicle physics updates are halted and position is restored to last known from server.","How long after desync and no resync has occurred vehicle physics updates are halted and position is restored to last known from server.","How long after desync and no resync has occurred vehicle physics updates are halted and position is restored to last known from server.",
"STR_EXPANSION_SETTINGS_CLIENT_VIDEO","VIDEO SETTINGS","VIDEO SETTINGS","GRAFICKÉ NASTAVENÍ","VIDEOEINSTELLUNGEN","НАСТРОЙКИ ВИДЕО","USTAWIENIA WIDEO","VIDEO SETTINGS","IMPOSTAZIONI VIDEO","Ajustes Graficos","OPTIONS VIDEOS","視頻設置","VIDEO SETTINGS","OPÇÕES DE VÍDEO","视频设定",
"STR_EXPANSION_SETTINGS_CLIENT_VIDEO_COLORGRADING","COLOR GRADING","COLOR GRADING","KOREKCE BAREV","FARBKORREKTUR","ЦВЕТОВОЙ ГРАДИЕНТ","GRADACJA KOLORÓW","COLOR GRADING","COLOR GRADING","Graduado del color","CALIBRATION COULEUR","色彩分級","COLOR GRADING","GRADAÇÃO DE CORES","颜色增强",
"STR_EXPANSION_SETTINGS_CLIENT_VIDEO_COLORGRADING_DESC","When enabled, increasing saturation of the game.","When enabled, increasing saturation of the game.","Zvýší barevnost hry.","Wenn aktiviert, wird die Sättigung des Spiels erhöht.","Увеличивается насыщенность игры.","Po włączeniu zwiększa nasycenie gry.","When enabled, increasing saturation of the game.","Se abilitato, aumenta la saturazione nel gioco","Cuando esta activado incrementa la saturación del juego","Lorsqu'il est activé, augmente la saturation du jeu.","啟用後，增加遊戲的飽和度。","When enabled, increasing saturation of the game.","Quando ativado, aumenta a saturação do jogo.","启用时，增加游戏的饱和度。",
"STR_EXPANSION_SETTINGS_CLIENT_VIDEO_COLORVIGNETTE","COLOR VIGNETTE","COLOR VIGNETTE","BAREVNÁ VINĚTA","FARBVIGNETTE","ВИНЬЕТКА","WINIETA","COLOR VIGNETTE","VIGNETTA","Viñeta del color","COULEUR VIGNETTE","色彩暈影","COLOR VIGNETTE","COR VINHETA","色彩熏晕图",
"STR_EXPANSION_SETTINGS_CLIENT_VIDEO_COLORVIGNETTE_DESC","When enabled, applies vignette effect on the camera.","When enabled, applies vignette effect on the camera.","Přidá vinětu na kameře.","Wenn aktiviert, wird der Vignetteneffekt auf die Kamera angewendet.","Применяет эффект виньетки к камере.","Po włączeniu stosuje efekt winiety na kamerze.","When enabled, applies vignette effect on the camera.","Se abilitato, applica un effetto vignettatura alla telecamera","Cuando esta activado aplica el efecto viñeta a la camara","Lorsqu'il est activé, applique un effet de vignette sur la caméra.","啟用後，在攝像機上應用暈影效果。","When enabled, applies vignette effect on the camera.","Quando ativado, aplica o efeito de vinheta na câmera.","启用时，在相机上应用渐晕效果。",
"STR_EXPANSION_SETTINGS_CLIENT_VIDEO_DRAWDISTANCE","DRAW DISTANCE","DRAW DISTANCE","VZDÁLENOST DOHLEDU","ZEICHENABSTAND","ДИСТАНЦИЯ ПРОРИСОВКИ","DYSTANS ŁADOWANIA TERENU","DRAW DISTANCE","DISTANZA DI RENDERING","Distancia de Dibujado","DISTANCE D'AFFICHAGE","繪製距離","DRAW DISTANCE","CAMPO DE VISÃO","渲染距离",
"STR_EXPANSION_SETTINGS_CLIENT_VIDEO_DRAWDISTANCE_DESC","Increase or normalize draw distance.","Increase or normalize draw distance.","Zvýši či normalizuje vzdálenost, na kterou lze dohlédnout.","Zeichnungsabstand erhöhen oder normalisieren.","Увеличьте или восстановите по умолчанию расстояние прорисовки.","Zwiększ lub znormalizuj odległość ładowania terenu.","Increase or normalize draw distance.","Aumenta o normalizza la distanza di Rendering","Incrementar o normalizar la distancia de dibujado","Increase or normalize draw distance.","增加或規範繪製距離。","Increase or normalize draw distance.","Aumente ou normalize a distância da visão.","增大或规格化绘图距离",
"STR_EXPANSION_SETTINGS_CLIENT_VIDEO_LIGHTSHADOWS","CAST SHADOWS","CAST SHADOWS","VRHÁNÍ STÍNŮ","SCHLAGSCHATTEN","АКТИВНЫЕ ТЕНИ","RZUCANIE CIENI","CAST SHADOWS","PROIETTA OMBRE","Mostrar Sombras","AFFICHER LES OMBRES","投射陰影","CAST SHADOWS","PROJETAR SOMBRAS","阴影",
"STR_EXPANSION_SETTINGS_CLIENT_VIDEO_LIGHTSHADOWS_DESC","Toggles the casting of shadows for the street lights.","Toggles the casting of shadows for the street lights.","Zapne vrhání stínů u lamp.","Schaltet das Werfen von Schatten für die Straßenlaternen ein.","Включает отбрасывание теней для уличных фонарей.","Przełącza rzucanie cieni na światła uliczne.","Toggles the casting of shadows for the street lights.","Abilita / Disabilita la proiezione delle ombre dalle luci in strada","Activa las sombras con luz de las farolas","Bascule la projection d'ombres pour les lampadaires.","切換燈光投射陰影。","Toggles the casting of shadows for the street lights.","Alterna a projeção de sombras para as luzes da rua.","是否启用路灯的阴影效果.",
"STR_EXPANSION_SETTINGS_CLIENT_VIEWDISTANCE","VIEW DISTANCE","VIEW DISTANCE","VIEW DISTANCE","VIEW DISTANCE","ДИСТАНЦИЯ ВИДИМОСТИ","VIEW DISTANCE","VIEW DISTANCE","VIEW DISTANCE","VIEW DISTANCE","DISTANCE DE VUE","視野距離","VIEW DISTANCE","VIEW DISTANCE","视距",
"STR_EXPANSION_SETTINGS_CLIENT_VIEWDISTANCE_DESC","How far will the terrain be visible. To use defaults, set to 0 and restart the game.","How far will the terrain be visible. To use defaults, set to 0 and restart the game.","How far will the terrain be visible. To use defaults, set to 0 and restart the game.","Sichtweite des Terrains. Auf 0 setzen und Spiel neustarten, um Standardwert zu benutzen.","Как далеко будет видна местность (В метрах). Чтобы использовать по умолчанию, установите значение 0 и перезапустите игру.","How far will the terrain be visible. To use defaults, set to 0 and restart the game.","How far will the terrain be visible. To use defaults, set to 0 and restart the game.","How far will the terrain be visible. To use defaults, set to 0 and restart the game.","How far will the terrain be visible. To use defaults, set to 0 and restart the game.","Jusqu'à quelle distance le terrain sera-t-il visible. Pour utiliser les valeurs par défaut, mettez-les à 0 et redémarrez le jeu.","地形可見的距離。","How far will the terrain be visible. To use defaults, set to 0 and restart the game.","How far will the terrain be visible. To use defaults, set to 0 and restart the game.","地形可见多远。要使用默认值，请设置为0并重新启动游戏。",
"STR_EXPANSION_SETTINGS_CLIENT_OBJECTVIEWDISTANCE","OBJECT VIEW DISTANCE","OBJECT VIEW DISTANCE","OBJECT VIEW DISTANCE","OBJECT VIEW DISTANCE","ДИСТАНЦИЯ ОБЪЕКТОВ","OBJECT VIEW DISTANCE","OBJECT VIEW DISTANCE","OBJECT VIEW DISTANCE","OBJECT VIEW DISTANCE","DISTANCE DE VUE OBJECT","物件視野距離","OBJECT VIEW DISTANCE","OBJECT VIEW DISTANCE","物体视距",
"STR_EXPANSION_SETTINGS_CLIENT_OBJECTVIEWDISTANCE_DESC","How far will objects (like trees) be visible. To use defaults, set to 0 and restart the game.","How far will objects (like trees) be visible. To use defaults, set to 0 and restart the game.","How far will objects (like trees) be visible. To use defaults, set to 0 and restart the game.","Sichtweite von Objekten (z.B. Bäume). Auf 0 setzen und Spiel neustarten, um Standardwert zu benutzen.","Как далеко будут видны объекты (В метрах). Чтобы использовать по умолчанию, установите значение 0 и перезапустите игру.","How far will objects (like trees) be visible. To use defaults, set to 0 and restart the game.","How far will objects (like trees) be visible. To use defaults, set to 0 and restart the game.","How far will objects (like trees) be visible. To use defaults, set to 0 and restart the game.","How far will objects (like trees) be visible. To use defaults, set to 0 and restart the game.","Jusqu'à quelle distance les objets (comme les arbres) seront visibles. Pour utiliser les valeurs par défaut, mettez-les à 0 et redémarrez le jeu.","物件可見的距離。","How far will objects (like trees) be visible. To use defaults, set to 0 and restart the game.","How far will objects (like trees) be visible. To use defaults, set to 0 and restart the game.","物体（如树木）可见多远。要使用默认值，请设置为0并重新启动游戏。",
"STR_EXPANSION_SETTINGS_BASEBUILDING","BASEBUILDING SETTINGS","BASEBUILDING SETTINGS","BASEBUILDING SETTINGS","BASENBAU-EINSTELLUNGEN","НАСТРОЙКИ BASEBUILDING","BASEBUILDING SETTINGS","BASEBUILDING SETTINGS","BASEBUILDING SETTINGS","BASEBUILDING SETTINGS","OPTIONS CONSTRUCTION DE BASE","基地建造設置","BASEBUILDING SETTINGS","BASEBUILDING SETTINGS","基础建筑设置",
"STR_EXPANSION_SETTINGS_AUTOOPEN_CODELOCK_PLACING","CODELOCK MENU AFTER ATTACH","CODELOCK MENU AFTER ATTACH","CODELOCK MENU AFTER ATTACH","AUTOM. CODELOCK-MENÜ","КОДОВЫЙ ЗАМОК МЕНЮ","CODELOCK MENU AFTER ATTACH","CODELOCK MENU AFTER ATTACH","CODELOCK MENU AFTER ATTACH","CODELOCK MENU AFTER ATTACH","MENU CODELOCK APRÈS ATTACHER","附加後自動打開CodeLock菜單","CODELOCK MENU AFTER ATTACH","CODELOCK MENU AFTER ATTACH","连接后的密码锁定菜单",
"STR_EXPANSION_SETTINGS_AUTOOPEN_CODELOCK_PLACING_DESC","Automatically opens the codelock's menu after being attached.","Automatically opens the codelock's menu after being attached.","Opens automatically the CodeLock menu after being attached.","Öffnet nach Anbringen eines Codelocks automatisch dessen Menü zur Eingabe einer PIN.","Автоматически открывать меню Кодового замка после того как он был приклеплен.","Opens automatically the CodeLock menu after being attached.","Opens automatically the CodeLock menu after being attached.","Opens automatically the CodeLock menu after being attached.","Opens automatically the CodeLock menu after being attached.","Ouvre automatiquement le menu CodeLock après avoir été attaché.","附加後自動打開CodeLock菜單。","Opens automatically the CodeLock menu after being attached.","Opens automatically the CodeLock menu after being attached.","连接后自动打开“密码锁”菜单。",
"STR_EXPANSION_SETTINGS_ENABLE_LIQUID_TYPE_COLORS","ENABLE LIQUID TYPE COLORS","ENABLE LIQUID TYPE COLORS","POVOLIT BARVY KAPALNÉHO TYPU","FARBKODIERTE FLÜSSIGKEITEN","ЦВЕТ ДЛЯ ЖИДКОСТЕЙ","ENABLE LIQUID TYPE COLORS","ENABLE LIQUID TYPE COLORS","ENABLE LIQUID TYPE COLORS","ENABLE LIQUID TYPE COLORS","ACTIVER LES COULEURS DU TYPE DE LIQUIDE","啟用液體類型顏色","ENABLE LIQUID TYPE COLORS","ENABLE LIQUID TYPE COLORS","启用液体型颜色",
"STR_EXPANSION_SETTINGS_ENABLE_LIQUID_TYPE_COLORS_DESC","Shows different colors for different liquids in inspect menu and on tooltips.","Shows different colors for different liquids in inspect menu and on tooltips.","Zobrazuje různé barvy pro různé kapaliny v menu kontroly a na nápovědách.","Zeigt im Inspektionsmenü und in den Tooltips unterschiedliche Farben für unterschiedliche Flüssigkeiten an.","Вкл/Выкл разные цвета для разных жидкостей в меню предпросмотра, в инвентаре и во всплывающих подсказках.","Shows different colors for different liquids in inspect menu and on tooltips.","Shows different colors for different liquids in inspect menu and on tooltips.","Shows different colors for different liquids in inspect menu and on tooltips.","Shows different colors for different liquids in inspect menu and on tooltips.","Affiche des couleurs différentes pour les différents liquides dans le menu d'inspection et dans les infobulles.","在檢查菜單和工具提示上顯示不同液體的不同顏色。","Shows different colors for different liquids in inspect menu and on tooltips.","Shows different colors for different liquids in inspect menu and on tooltips.","在检查菜单和工具提示中显示不同液体的不同颜色。",
"STR_EXPANSION_SETTINGS_GEN_NEEDGPSITEMFORKEYBINDING","Require GPS item","Require GPS item","Vyžadovat GPS položku pro klávesové zkratky","Benötigt ein GPS","ТРЕБОВАТЬ GPS","Require GPS item","Require GPS item","Richiedere GPS","Requerir item GPS","Nécessite le GPS","需要GPS物品","Require GPS item","Require GPS item","需要GPS项目",
"STR_EXPANSION_SETTINGS_GEN_NEEDGPSITEMFORKEYBINDING_DESC","Require GPS item to show the GPS HUD","Require GPS item to show the GPS HUD","Vyžadovat GPS položku pro zobrazení GPS HUD","Benötigt ein GPS, um das GPS-HUD anzuzeigen","Требуется предмет GPS, чтобы показать GPS.","Require GPS item to show the GPS HUD","Require GPS item to show the GPS HUD","Richiedere l'oggetto GPS per mostrare la schermata GPS","Requiere el item GPS para mostrar el GPS en pantalla.","Nécessite l'objet GPS soit sur vous pour afficher le GPS","需要GPS物品才能顯示GPS HUD。","Require GPS item to show the GPS HUD","Require GPS item to show the GPS HUD","需要GPS项目才能显示GPS",
"STR_EXPANSION_SETTINGS_GEN_NEEDMAPITEMFORKEYBINDING","Require Map item","Require Map item","Vyžadovat Mapu","Benötigt eine Karte","ТРЕБОВАТЬ КАРТУ","Require Map item","Require Map item","Richiedi Mappa","Requerir item Mapa","Nécessite la Carte","需要地圖物品","Require Map item","Require Map item","需要地图项",
"STR_EXPANSION_SETTINGS_GEN_NEEDMAPITEMFORKEYBINDING_DESC","Require Map or GPS item to show the map","Require Map or GPS item to show the map","Vyžadovat Mapu nebo GPS položku pro zobrazení mapy","Benötigt eine Karte oder ein GPS, um die erweiterte Karte anzuzeigen","Требуется предмет Карта, чтобы показать карту.","Require Map or GPS item to show the map","Require Map or GPS item to show the map","Richiedi l'oggetto Mappa per abilitare la mappa Ingame","Requiere el item mapa para mostrar el mapa.","Nécessite l'objet Carte soit sur vous pour afficher la Carte","需要地圖或GPS物品才能顯示地圖。","Require Map or GPS item to show the map","Require Map or GPS item to show the map","需要地图项以显示地图",
"STR_EXPANSION_SETTINGS_GPS_AUTO_UPDATE_STATE_PREFERENCE","TOGGLE GPS AUTO ZOOM","TOGGLE GPS AUTO ZOOM","ZAPNOUT AUTOMATICKÉ ZOOMOVÁNÍ GPS","GPS AUTO-ZOOM EINSCHALTEN","АВТОМАТИЧЕСКИЙ МАСШТАБ GPS","TOGGLE GPS AUTO ZOOM","TOGGLE GPS AUTO ZOOM","ATTIVA / DISATTIVA ZOOM AUTOMATICO GPS","TOGGLE GPS AUTO ZOOM","BASCULER ZOOM AUTO GPS","切換GPS自動縮放","TOGGLE GPS AUTO ZOOM","TOGGLE GPS AUTO ZOOM","切换GPS自动变焦",
"STR_EXPANSION_SETTINGS_GPS_AUTO_UPDATE_STATE_PREFERENCE_DESC","Toggle automatic GPS zoom based on the speed of the vehicle","Toggle automatic GPS zoom based on the speed of the vehicle","Přepíná automatické zvětšování GPS na základě rychlosti vozidla","Automatischen GPS-Zoom in Abhängigkeit von der Geschwindigkeit des Fahrzeugs einschalten","Вкл/Выкл автоматическое масштабирование GPS в зависимости от скорости транспортного средства.","Toggle automatic GPS zoom based on the speed of the vehicle","Toggle automatic GPS zoom based on the speed of the vehicle","Attiva / Disattiva lo zoom del GPS basato sulla velocità del veicolo.","Toggle automatic GPS zoom based on the speed of the vehicle","Basculer le zoom GPS automatique en fonction de la vitesse du véhicule","根據車輛速度切換自動GPS縮放。","Toggle automatic GPS zoom based on the speed of the vehicle","Toggle automatic GPS zoom based on the speed of the vehicle","根据车速切换GPS自动变焦",
"STR_EXPANSION_SETTINGS_HUD","HUD SETTINGS","HUD SETTINGS","NASTAVENÍ HUDU","HUD-EINSTELLUNGEN","НАСТРОЙКИ ИНТЕРФЕЙСА","USTAWIENIA HUD","HUD SETTINGS","IMPOSTAZIONI HUD","AJUSTES DE HUD","OPTIONS DU HUD","HUD 設置","HUD 設定","OPÇÕES DE TELA","面板设定",
"STR_EXPANSION_SETTINGS_HUD_3D_MARKER_POINTING","ALPHA 3D MARKER NO FOCUS","ALPHA 3D MARKER NO FOCUS","ALPHA 3D MARKER NO FOCUS","ALPHA 3D-MARKER OHNE FOKUS","ПРОЗРАЧНОСТЬ 3D МЕТКИ ПРИ ВЗГЛЯДЕ","ALPHA 3D MARKER NO FOCUS","ALPHA 3D MARKER NO FOCUS","ALPHA 3D MARKER NO FOCUS","ALPHA 3D MARKER NO FOCUS","ALPHA 3D MARQUEUR NON FOCUS","ALPHA 3D MARKER NO FOCUS","ALPHA 3D MARKER NO FOCUS","ALPHA 3D MARKER NO FOCUS","阿尔法3D标记无焦点",
"STR_EXPANSION_SETTINGS_HUD_3D_MARKER_POINTING_DESC","Change alpha level of 3d marker when pointing away","Change alpha level of 3d marker when pointing away","Change alpha level of 3d marker when pointing away","Alpha-Level des 3D-Markers ändern, wenn nicht im Fokus","Изменить прозрачность 3D метки при взгляде на неё.","Change alpha level of 3d marker when pointing away","Change alpha level of 3d marker when pointing away","Change alpha level of 3d marker when pointing away","Change alpha level of 3d marker when pointing away","Modifier le niveau d'alpha du marqueur 3D lorsqu'il n'est pas pointé","Change alpha level of 3d marker when pointing away","Change alpha level of 3d marker when pointing away","Change alpha level of 3d marker when pointing away","指向远处时更改3d标记的alpha级别",
"STR_EXPANSION_SETTINGS_HUD_ALPHA_HEAD_PLAYER","ALPHA MARKER PARTY MEMBER","ALPHA MARKER PARTY MEMBER","PRŮHLEDNOST 3D ZNAČKY","ALPHA-MARKER GRUPPENMITGLIED","ПРОЗРАЧНОСТЬ МЕТОК ИГРОКОВ В ГРУППЕ","PRZEZROCZYSTOŚĆ ZNACZNIKÓW CZŁONKA GRUPY","ALPHA MARKER PARTY MEMBER","ALPHA MARCATORI DEI GIOCATORI","Marcador Alpha para miembro del grupo","VISIBILITÉ DU MARQUEUR DU MEMBRE DU GROUPE","對隊員的標記的透明度","ALPHA MARKER PARTY MEMBER","MARCAÇÃO DO PLAYER ALPHA DO GRUPO","阿尔法派对会员",
"STR_EXPANSION_SETTINGS_HUD_ALPHA_HEAD_PLAYER_DESC","Change alpha level of marker for party member","Change alpha level of marker for party member","Změnit průhlednost na značce.","Alphastufe des Markers für das Gruppenmitglied ändern","Изменить прозрачность меток игроков в группе.","Zmień przezroczystość znaczników dla członka grupy","Change alpha level of marker for party member","Cambia il livello Alpha (trasparenza) dei marcatori dei giocatori nel gruppo.","Cambiar marcador Alpha para miembro del grupo","Changer le niveau d'alpha du marqueur pour les membres du groupe","更改隊員標記的透明度級別。","Change alpha level of marker for party member","Alterar o nível alfa do marcador do membro do grupo.","更改派对成员的标记的Alpha等级",
"STR_EXPANSION_SETTINGS_HUD_BLUE_HEAD_PLAYER","BLUE MARKER PARTY MEMBER","BLUE MARKER PARTY MEMBER","MODRÁ ČÁST PARTY ZNAČKY","BLAUER MARKER FÜR GRUPPENMITGLIED","УРОВЕНЬ СИНЕГО ДЛЯ МЕТОК ГРУППЫ","NIEBIESKOŚĆ ZNACZNIKA CZŁONKA GRUPY","BLUE MARKER PARTY MEMBER","BLU MARCATORI DEI GIOCATORI","Marcador azul para miembro del grupo","MEMBRE DU GROUPE AVEC MARQUEUR BLEU","對隊員的藍色標記","BLUE MARKER PARTY MEMBER","MARCAÇÃO AZUL DO MEMBRO DO GRUPO","蓝色马克党成员",
"STR_EXPANSION_SETTINGS_HUD_BLUE_HEAD_PLAYER_DESC","Change blue level of marker for party member","Change blue level of marker for party member","Změnit podíl modré barvy na značce.","Blaustufe der Markierung für das Gruppenmitglied ändern","Изменить уровень синего для меток группы.","Zmień niebieski poziom znacznika dla członka grupy","Change blue level of marker for party member","Cambia il livello di Blu nei marcatori dei giocatori nel gruppo.","Cambiar marcador azul para miembro del grupo","Changer le niveau de bleu du marqueur pour les membres du groupe","更改隊員標記的藍色級別。","Change blue level of marker for party member","Alterar o nível azul de marcador para membro do grupo","更改派对成员的标记的蓝色水平",
"STR_EXPANSION_SETTINGS_HUD_CHAT","CHAT SETTINGS","CHAT SETTINGS","CHAT SETTINGS","CHAT-EINSTELLUNGEN","НАСТРОЙКИ ЧАТА","CHAT SETTINGS","CHAT SETTINGS","CHAT SETTINGS","CHAT SETTINGS","CHAT SETTINGS","CHAT SETTINGS","CHAT SETTINGS","CHAT SETTINGS","CHAT SETTINGS",
"STR_EXPANSION_SETTINGS_HUD_CHAT_CHANNEL","DEFAULT CHAT CHANNEL","DEFAULT CHAT CHANNEL","VÝCHOZÍ CHAT KANÁL","STANDARD CHATKANAL","ЧАТ КАНАЛ ПО УМОЛЧАНИЮ","DEFAULT CHAT CHANNEL","DEFAULT CHAT CHANNEL","CANALE DI CHAT DI DEFAULT","DEFAULT CHAT CHANNEL","CANAL DE CHAT PAR DÉFAUT","默認聊天頻道","DEFAULT CHAT CHANNEL","DEFAULT CHAT CHANNEL","默认聊天频道",
"STR_EXPANSION_SETTINGS_HUD_CHAT_CHANNEL_DESC","Sets the default chat channel on game session start.","Sets the default chat channel on game session start.","Nastaví výchozí chat kanál při spuštění hry.","Legt den Standard-Chatkanal beim Start der Spielsitzung fest.","Устанавливает канал чата по умолчанию при входе на сервер. Direct - Рядом. Global - Общий.","Sets the default chat channel on game session start.","Sets the default chat channel on game session start.","Imposta il canale predefinito di chat ad inizio sessione","Sets the default chat channel on game session start.","Définit le canal de discussion par défaut au démarrage de la session de jeu.","在遊戲會話開始時設置默認的聊天頻道。","Sets the default chat channel on game session start.","Sets the default chat channel on game session start.","在游戏会话开始时设置默认聊天频道。",
"STR_EXPANSION_SETTINGS_HUD_CHAT_FADEOUT","MESSAGE FADEOUT DURATION","MESSAGE FADEOUT DURATION","TRVÁNÍ ZMIZENÍ ZPRÁV","AUSBLENDE-DAUER","ИСЧЕЗНОВЕНИЕ СООБЩЕНИЙ","MESSAGE FADEOUT DURATION","MESSAGE FADEOUT DURATION","TEMPO DISSOLVENZA CHAT","TIEMPO PARA OCULTAR VENTANA DE CHAT","TEMPS DE DISPARITION DU TCHAT","消息淡出持續時間","MESSAGE FADEOUT DURATION","MESSAGE FADEOUT DURATION","聊天淡出时间",
"STR_EXPANSION_SETTINGS_HUD_CHAT_FADEOUT_DESC","Duration of the message fade out effect in seconds (0 = off).","Duration of the message fade out effect in seconds (0 = off).","Délka efektu ztráty zpráv v sekundách (0 = vypnuto).","Dauer des Ausblendeffekts der Nachricht in Sekunden (0 = aus).","Время (В секундах). Как долго будут пропадать сообщения в чате.","Duration of the message fade out effect in seconds (0 = off).","Duration of the message fade out effect in seconds (0 = off).","Imposta il tempo di dissolvenza della chat testuale","Cambia el tiempo para ocultar la ventana de chat.","Durée du fondu de la fenêtre de discussion.","淡出效果的持續時間（秒）（0=關閉）。","Duration of the message fade out effect in seconds (0 = off).","Duration of the message fade out effect in seconds (0 = off).","聊天窗口淡出时间长度。",
"STR_EXPANSION_SETTINGS_HUD_CHAT_MESSAGE_TIME_THRESHOLD","MESSAGE DISPLAY DURATION","MESSAGE DISPLAY DURATION","TRVÁNÍ ZOBRAZENÍ ZPRÁV","ANZEIGE-DAUER","ВРЕМЯ СООБЩЕНИЙ","MESSAGE DISPLAY DURATION","MESSAGE DISPLAY DURATION","MESSAGE DISPLAY DURATION","MESSAGE DISPLAY DURATION","DURÉE AFFICHAGE DES MESSAGES","消息顯示持續時間","MESSAGE DISPLAY DURATION","MESSAGE DISPLAY DURATION","聊天线路逐渐消失",
"STR_EXPANSION_SETTINGS_HUD_CHAT_MESSAGE_TIME_THRESHOLD_DESC","Duration in seconds how long messages get displayed before fading out.","Duration in seconds how long messages get displayed before fading out.","Doba v sekundách, po kterou jsou zprávy zobrazeny před ztrátou.","Dauer in Sekunden, wie lange Nachrichten angezeigt werden, bevor sie ausgeblendet werden.","Время (В секундах). Как долго будут видны сообщения в чате.","Duration in seconds how long messages get displayed before fading out.","Duration in seconds how long messages get displayed before fading out.","Duration in seconds how long messages get displayed before fading out.","Duration in seconds how long messages get displayed before fading out.","Durée en secondes pendant laquelle les messages restent affichés avant de disparaître.","在消息淡出之前顯示消息的持續時間（秒）。","Duration in seconds how long messages get displayed before fading out.","Duration in seconds how long messages get displayed before fading out.","聊天线路逐渐消失。",
"STR_EXPANSION_SETTINGS_HUD_CHAT_MESSAGES_HISTORY_LIMIT","MESSAGE HISTORY","MESSAGE HISTORY","MESSAGE HISTORY","NACHRICHTENVERLAUF","ИСТОРИЯ СООБЩЕНИЙ","MESSAGE HISTORY","MESSAGE HISTORY","MESSAGE HISTORY","MESSAGE HISTORY","MESSAGE HISTORY","MESSAGE HISTORY","MESSAGE HISTORY","MESSAGE HISTORY","MESSAGE HISTORY",
"STR_EXPANSION_SETTINGS_HUD_CHAT_MESSAGES_HISTORY_LIMIT_DESC","Number of chat messages visible in history","Number of chat messages visible in history","Number of chat messages visible in history","Anzahl der angezeigten Nachrichten im Verlauf","Количество сообщений которые будут видны в истории окна чата.","Number of chat messages visible in history","Number of chat messages visible in history","Number of chat messages visible in history","Number of chat messages visible in history","Number of chat messages visible in history","Number of chat messages visible in history","Number of chat messages visible in history","Number of chat messages visible in history","Number of chat messages visible in history",
