"LANGUAGE","ORIGINAL","ENGLISH","CZECH","GERMAN","RUSSIAN","POLISH","HUNGARIAN","ITALIAN","SPANISH","FRENCH","CHINESE","PORTUGUESE","JAPANESE","CHINESESIMP",
"STR_EXPANSION_VEHICLE_MH6_DOOR_FRONT_RIGHT_DESC","Front Right door of the Mh-6 Little Bird Helicopter. Keeps the co-pilot safe inside the helicopter.","Front Right door of the Mh-6 Little Bird Helicopter. Keeps the co-pilot safe inside the helicopter.","Přední pravé dveře helikoptéry Mh-6 Little Bird. Umožňuje bezpečné uchování spolupilota uvnitř helikoptéry.","Ein wichtiger Bestandteil des MH6 Helikopters. Schützt den Co-Piloten.","Передняя правая дверь вертолета Mh-6 Little Bird. Обеспечивает безопасность второго пилота внутри вертолета.","Front Right door of the Mh-6 Little Bird Helicopter. Keeps the co-pilot safe inside the helicopter.","Front Right door of the Mh-6 Little Bird Helicopter. Keeps the co-pilot safe inside the helicopter.","Portiera Anteriore Destra per l'elicottero Mh-6. Tiene il pilota al sicuro nell'abitacolo.","Front Right door of the Mh-6 Little Bird Helicopter. Keeps the co-pilot safe inside the helicopter.","Porte avant droite de l'hélicoptère Mh-6 Little Bird. Garde le copilote en sécurité à l'intérieur de l'hélicoptère.","MH-6 小鳥直升機的右前門。 保持副駕駛安全地留在直升機內。","Porta dianteira direita do helicóptero Mh-6 Little Bird. Mantém o co-piloto seguro dentro do helicóptero.","Front Right door of the Mh-6 Little Bird Helicopter. Keeps the co-pilot safe inside the helicopter.","Mh-6小鸟直升机的右前门。将副驾驶员保持在直升机内部的安全。",
"STR_EXPANSION_VEHICLE_TRACTOR","Cator 2009","Cator 2009","Traktor Cator 2009","Cator 2009","Cator 2009","Cator 2009","Cator 2009","Cator 2009","Cator 2009","Cateur 2009","Cator 2009","Cator 2009","Cator 2009","卡托2009",
"STR_EXPANSION_VEHICLE_TRACTOR_DOOR_LEFT","Cator 2009 Left Door","Cator 2009 Left Door","Levé dveře traktoru Cator 2009","Cator 2009 Linke Tür","Cator 2009 левая дверь левая","Cator 2009 Left Door","Cator 2009 Left Door","Portiera Sinistra Cator 2009","Cator 2009 Left Door","Portière Gauche de Cateur 2009","Cator 2009 左側門","Cator 2009 Porta Esquerda","Cator 2009 Left Door","Cator 2009 Left Door",
"STR_EXPANSION_VEHICLE_TRACTOR_DOOR_LEFT_DESC","Left door of the Cator 2009 Tractor. Keeps the driver safe inside the vehicle.","Left door of the Cator 2009 Tractor. Keeps the driver safe inside the vehicle.","Levé dveře traktoru Cator 2009. Udržuje řidiče v bezpečí uvnitř vozidla.","Linke Tür des Cator 2009 Traktors. Hält den Fahrer sicher.","Левая дверь трактора Cator 2009. Обеспечивает безопасность водителя в автомобиле.","Left door of the Cator 2009 Tractor. Keeps the driver safe inside the vehicle.","Left door of the Cator 2009 Tractor. Keeps the driver safe inside the vehicle.","Portiera Sinistra del Cator 2009. Tiene il guidatore al sicuro nell'abitacolo.","Left door of the Cator 2009 Tractor. Keeps the driver safe inside the vehicle.","Portière gauche du Cator 2009. Garde le conducteur en sécurité à l'intérieur du véhicule.","Cator 2009 拖拉機的左側門。保持駕駛員安全地留在車輛內。","Porta esquerda do Trator Cator 2009. Mantém o motorista seguro dentro do veículo.","Left door of the Cator 2009 Tractor. Keeps the driver safe inside the vehicle.","Cator 2009拖拉机的左门。确保驾驶员在车内安全。",
"STR_EXPANSION_VEHICLE_TRACTOR_DOOR_RIGHT","Cator 2009 Right Door","Cator 2009 Right Door","Pravé dveře traktoru Cator 2009","Cator 2009 Rechte Tür","Cator 2009 дверь правая","Cator 2009 Right Door","Cator 2009 Right Door","Portiera Destra Cator 2009","Cator 2009 Right Door","Portière Droite de Cateur 2009","Cator 2009 右側門","Cator 2009 Porta Direita","Cator 2009 Right Door","Cator 2009 右车门",
"STR_EXPANSION_VEHICLE_TRACTOR_DOOR_RIGHT_DESC","Right door of the Cator 2009 Tractor. Keeps the driver safe inside the vehicle.","Right door of the Cator 2009 Tractor. Keeps the driver safe inside the vehicle.","Pravé dveře traktoru Cator 2009. Udržuje řidiče v bezpečí uvnitř vozidla.","Rechte Tür des Cator 2009 Traktors. Hält den Fahrer sicher.","Правая дверь трактора Cator 2009. Обеспечивает безопасность водителя в автомобиле.","Right door of the Cator 2009 Tractor. Keeps the driver safe inside the vehicle.","Right door of the Cator 2009 Tractor. Keeps the driver safe inside the vehicle.","Portiera Destra del Cator 2009. Tiene il guidatore al sicuro nell'abitacolo.","Right door of the Cator 2009 Tractor. Keeps the driver safe inside the vehicle.","Portière droite du Cator 2009. Garde le conducteur en sécurité à l'intérieur du véhicule.","Cator 2009 拖拉機的右側門。保持駕駛員安全地留在車輛內。","Porta direita do Trator Cator 2009. Mantém o motorista seguro dentro do veículo.","Right door of the Cator 2009 Tractor. Keeps the driver safe inside the vehicle.","Cator 2009拖拉机的右门。确保驾驶员在车内安全。",
"STR_EXPANSION_VEHICLE_TRACTOR_WHEEL_BACK","Cator 2009 Back Wheel","Cator 2009 Back Wheel","Zadní kolo farmářského traktoru","Cator 2009 Hinterrad","Заднее колесо Cator 2009","Cator 2009 Back Wheel","Cator 2009 Back Wheel","Ruota Posterirore Cator 2009","Cator 2009 Back Wheel","Roue arrière de Cateur 2009","Cator 2009 後輪","Cator 2009 Roda Traseira","Cator 2009 Back Wheel","Cator 2009 Back Wheel",
"STR_EXPANSION_VEHICLE_TRACTOR_WHEEL_BACK_DESC","A back wheel for Farming tractor","A back wheel for Farming tractor","Zadní kolo farmářského traktoru","Ein Hinterrad für den Cator 2009.","Заднее колесо для Сельскохозяйственного трактора","A back wheel for Farming tractor","A back wheel for Farming tractor","Una Ruota Posteriore per il trattore.","A back wheel for Farming tractor","Une roue arrière pour tracteur agricole","農業拖拉機的後輪","Uma roda traseira para trator agrícola","A back wheel for Farming tractor","农用拖拉机的后轮",
"STR_EXPANSION_VEHICLE_TRACTOR_WHEEL_FRONT","Cator 2009 Front Wheel","Cator 2009 Front Wheel","Přední kolo farmářského traktoru","Cator 2009 Vorderrad","Переднее колесо Cator 2009","Cator 2009 Front Wheel","Cator 2009 Front Wheel","Ruota Anteriore Cator 2009","Cator 2009 Front Wheel","Roue avant de Cateur 2009","Cator 2009 前輪","Cator 2009 Roda Dianteira","Cator 2009 Front Wheel","Cator 2009 Front Wheel",
"STR_EXPANSION_VEHICLE_TRACTOR_WHEEL_FRONT_DESC","A front wheel for Farming tractor","A front wheel for Farming tractor","Přední kolo farmářského traktoru","Ein Vorderrad für den Cator 2009.","Переднее колесо для Сельскохозяйственного трактора","A front wheel for Farming tractor","A front wheel for Farming tractor","Una Ruota Anteriore per il trattore.","A front wheel for Farming tractor","Une roue avant pour tracteur agricole","農業拖拉機的前輪","Uma roda dianteira para trator agrícola","A front wheel for Farming tractor","农用拖拉机的前轮",
"STR_EXPANSION_VEHICLE_TT650","Dirtkbike TT650","Dirtkbike TT650","Motokros TT650","Dirtbike TT650","Dirtkbike TT650","Dirtkbike TT650","Dirtkbike TT650","Moto da Cross TT650","Dirtkbike TT650","Motocross TT650","摩托車 TT650","Dirtkbike TT650","Dirtkbike TT650","越野摩托车TT650",
"STR_EXPANSION_VEHICLE_TT650_WHEEL","Dirtkbike TT650 Wheel","Dirtkbike TT650 Wheel","Kolo motokrosu TT650","Dirtbike TT650 Reifen","Колесо Dirtkbike TT650","Dirtkbike TT650 Wheel","Dirtkbike TT650 Wheel","Ruota Moto da Cross TT650","Dirtkbike TT650 Wheel","Roue de Motocross TT650","摩托車 TT650 輪子","Dirtkbike TT650 Wheel","Dirtkbike TT650 Wheel","越野摩托车TT650车轮",
"STR_EXPANSION_VEHICLE_TT650_WHEEL_DESC","A wheel of the Dirtkbike TT650","A wheel of the Dirtkbike TT650","Kolo motokrosu TT650","Ein Reifen des Dirtbike TT650","Колесо мотоцикла Dirtkbike TT650","A wheel of the Dirtkbike TT650","A wheel of the Dirtkbike TT650","Una ruota della Moto da Cross TT650","A wheel of the Dirtkbike TT650","Une roue d'une Motocross TT650","摩托車 TT650 的一個輪子","A wheel of the Dirtkbike TT650","A wheel of the Dirtkbike TT650","越野摩托车TT650车轮",
"STR_EXPANSION_VEHICLE_UH1H","UH-1H","UH-1H","UH-1H","UH-1H","UH-1H","UH-1H","UH-1H","UH-1H","UH-1H","UH-1H","UH-1H","UH-1H","UH-1H","UH-1H 直升机",
"STR_EXPANSION_VEHICLE_UH1H_DOOR_LEFT","UH-1H Left Door","UH-1H Left Door","UH-1H Levé dveře","UH-1H Tür (Links)","UH-1H дверь левая","UH-1H Left Door","UH-1H Left Door","Portiera Sinistra UH-1H","UH-1H Left Door","Portière Gauche de UH-1H","UH-1H 左門","UH-1H Porta esquerda","UH-1H Left Door","UH-1H 左门",
"STR_EXPANSION_VEHICLE_UH1H_DOOR_LEFT_DESC","Front Left door of the UH-1H Helicopter. Keeps the pilot safe inside the helicopter.","Front Left door of the UH-1H Helicopter. Keeps the pilot safe inside the helicopter.","Přední levé dveře helikoptéry UH-1H. Udržuje pilota v bezpečí uvnitř helikoptéry.","Vordere linke Tür des UH-1H Helikopters. Hält den Fahrer sicher.","Передняя левая дверь вертолета UH-1H. Сохраняет пилота в безопасности внутри вертолета.","Front Left door of the UH-1H Helicopter. Keeps the pilot safe inside the helicopter.","Front Left door of the UH-1H Helicopter. Keeps the pilot safe inside the helicopter.","Portiera Sinistra per l'elicottero UH-1H. Tiene il pilota al sicuro nell'abitacolo.","Front Left door of the UH-1H Helicopter. Keeps the pilot safe inside the helicopter.","Porte avant gauche de l'Hélicoptère UH-1H. Garde le pilote en sécurité à l'intérieur du véhicule.","UH-1H 直升機的左前門。保持駕駛員安全地留在直升機內。","Porta dianteira esquerda do helicóptero UH-1H. Mantém o piloto seguro dentro do helicóptero.","Front Left door of the UH-1H Helicopter. Keeps the pilot safe inside the helicopter.","UH-1H直升机的左前门。将飞行员保持在直升机内部的安全。",
"STR_EXPANSION_VEHICLE_UH1H_DOOR_RIGHT","UH-1H Right Door","UH-1H Right Door","UH-1H Pravé dveře","UH-1H Tür (Rechts)","UH-1H дверь правая","UH-1H Right Door","UH-1H Right Door","Portiera Destra UH-1H","UH-1H Right Door","Portière Droite de UH-1H","UH-1H 右門","UH-1H Porta direita","UH-1H Right Door","UH-1H 右门",
"STR_EXPANSION_VEHICLE_UH1H_DOOR_RIGHT_DESC","Front Right door of the UH-1H Helicopter. Keeps the co-pilot safe inside the helicopter.","Front Right door of the UH-1H Helicopter. Keeps the co-pilot safe inside the helicopter.","Přední pravé dveře helikoptéry UH-1H. Udržuje kopilota v bezpečí uvnitř helikoptéry.","Vordere rechte Tür des UH-1H Helikopters. Hält den Fahrer sicher.","Передняя правая дверь вертолета UH-1H. Обеспечивает безопасность второго пилота внутри вертолета.","Front Right door of the UH-1H Helicopter. Keeps the co-pilot safe inside the helicopter.","Front Right door of the UH-1H Helicopter. Keeps the co-pilot safe inside the helicopter.","Portiera Destra per l'elicottero UH-1H. Tiene il pilota al sicuro nell'abitacolo.","Front Right door of the UH-1H Helicopter. Keeps the co-pilot safe inside the helicopter.","Porte avant droite de l'Hélicoptère UH-1H. Garde le co-pilote en sécurité à l'intérieur du véhicule.","UH-1H 直升機的右前門。保持副駕駛安全地留在直升機內。","Porta dianteira direita do helicóptero UH-1H. Mantém o co-piloto seguro dentro do helicóptero.","Front Right door of the UH-1H Helicopter. Keeps the co-pilot safe inside the helicopter.","UH-1H直升机的右前门。将副驾驶员保持在直升机内部的安全。",
"STR_EXPANSION_VEHICLE_VODNIK","Vodnik","Vodnik","Vodník","Vodnik","Водник","Vodnik","Vodnik","Vodnik","Vodnik","Vodnik","Vodnik","Vodnik","Vodnik","Vodnik",
"STR_EXPANSION_VEHICLE_VODNIK_DESC","The Vodnik is a Russian high-mobility multipurpose military vehicle manufactured by GAZ. It is a ""heavy modification"" of the civil GAZ-2330 ""Tigr"". Its name comes from the Russian ""водник"" – a person employed in water transport, but is also used to refer to some person or object simply related to water. A better translation would be water bearer as in the astrological sign Aquarius.","The Vodnik is a Russian high-mobility multipurpose military vehicle manufactured by GAZ. It is a ""heavy modification"" of the civil GAZ-2330 ""Tigr"". Its name comes from the Russian ""водник"" – a person employed in water transport, but is also used to refer to some person or object simply related to water. A better translation would be water bearer as in the astrological sign Aquarius.","Vodník je ruské víceúčelové vojenské vozidlo s vysokou mobilitou vyráběné společností GAZ. Jedná se o ""těžkou modifikaci"" civilního vozidla GAZ-2330 ""Tigr"". Jeho název pochází z ruského slova ""водник"", což znamená osoba zaměstnaná vodní dopravou, ale také se používá k označení osoby nebo objektu spojeného s vodou. Lepší překlad by byl vodonoš, jak je uvedeno ve znamení Vodnář v astrologii.","The Vodnik is a Russian high-mobility multipurpose military vehicle manufactured by GAZ. It is a ""heavy modification"" of the civil GAZ-2330 ""Tigr"". Its name comes from the Russian ""водник"" – a person employed in water transport, but is also used to refer to some person or object simply related to water. A better translation would be water bearer as in the astrological sign Aquarius.","Водник - российский высокомобильный многоцелевой военный автомобиль производства ГАЗ. Это «тяжелая модификация» гражданского ГАЗ-2330 «Тигр». Его название происходит от русского «водник» - человек, занятый на водном транспорте, но также используется для обозначения человека или объекта, просто связанного с водой. Лучшим переводом было бы водонос, как в астрологическом знаке Водолея.","The Vodnik is a Russian high-mobility multipurpose military vehicle manufactured by GAZ. It is a ""heavy modification"" of the civil GAZ-2330 ""Tigr"". Its name comes from the Russian ""водник"" – a person employed in water transport, but is also used to refer to some person or object simply related to water. A better translation would be water bearer as in the astrological sign Aquarius.","The Vodnik is a Russian high-mobility multipurpose military vehicle manufactured by GAZ. It is a ""heavy modification"" of the civil GAZ-2330 ""Tigr"". Its name comes from the Russian ""водник"" – a person employed in water transport, but is also used to refer to some person or object simply related to water. A better translation would be water bearer as in the astrological sign Aquarius.","Il Vodnik è un veicolo militare multiruolo estremamente agile prodotto da GAZ. Questa è una ""Modifica Estrema"" del GAZ-2330 civile ""Tigr"". Il suo nome, proviene dal russo ""водник"" - una persona impiegata nel trasporto su acqua, ma anche usato per riferirsi a persone od oggetti semplicemente legati all'acqua. Una traduzione migliore sarebbe ""Portatore D'Acqua"", come nella costellazione Astrologica dell' Acquario.","The Vodnik is a Russian high-mobility multipurpose military vehicle manufactured by GAZ. It is a ""heavy modification"" of the civil GAZ-2330 ""Tigr"". Its name comes from the Russian ""водник"" – a person employed in water transport, but is also used to refer to some person or object simply related to water. A better translation would be water bearer as in the astrological sign Aquarius.","Le Vodnik est un véhicule militaire polyvalent russe à haute mobilité fabriqué par GAZ. Il s'agit d'une ""modification lourde"" du GAZ-2330 ""Tigr"" civil. Son nom vient du russe ""водник"" - une personne employée dans le transport par eau, mais il est également utilisé pour désigner une personne ou un objet simplement lié à l'eau. Une meilleure traduction serait porteur d'eau comme dans le signe astrologique Verseau.","Vodnik是俄羅斯GAZ公司生產的高機動多用途軍用車輛。它是民用GAZ-2330“Tigr”的“重大修改”。它的名稱來自俄語“водник”——一個從事水上運輸的人，但也用來指稱與水有關的某人或物品。更好的翻譯應該是水的攜帶者，就像星座水瓶座一樣。","The Vodnik is a Russian high-mobility multipurpose military vehicle manufactured by GAZ. It is a ""heavy modification"" of the civil GAZ-2330 ""Tigr"". Its name comes from the Russian ""водник"" – a person employed in water transport, but is also used to refer to some person or object simply related to water. A better translation would be water bearer as in the astrological sign Aquarius.","The Vodnik is a Russian high-mobility multipurpose military vehicle manufactured by GAZ. It is a ""heavy modification"" of the civil GAZ-2330 ""Tigr"". Its name comes from the Russian ""водник"" – a person employed in water transport, but is also used to refer to some person or object simply related to water. A better translation would be water bearer as in the astrological sign Aquarius.","Vodnik是GAZ生产的俄罗斯高机动性多功能军车。它是民用GAZ-2330“ Tigr”的“重大修改”。它的名字来自俄语“водник”，它是从事水上运输的人，但也用来指与水简单相关的某些人或物体。更好的翻译是占星术符号水瓶座中的持水者。",
"STR_EXPANSION_VEHICLE_VODNIK_DOOR_LEFT","Vodnik Left Door","Vodnik Left Door","Vodník Levé dveře","Vodnik Tür (Links)","Водник левая дверь","Vodnik Left Door","Vodnik Left Door","Portiera Sinistra Vodnik","Vodnik Left Door","Portière avant Gauche de Vodnik","Vodnik左門","Vodnik Porta esquerda","Vodnik Left Door","Vodnik 左门",
"STR_EXPANSION_VEHICLE_VODNIK_DOOR_LEFT_DESC","Front Left door of the Vodnik off-road. Keeps the driver safe inside the vehicle.","Front Left door of the Vodnik off-road. Keeps the driver safe inside the vehicle.","Přední levé dveře terénního vozidla Vodník. Udržuje řidiče v bezpečí uvnitř vozidla.","Vordere linke Tür des Vodnik Offroads. Hält den Fahrer sicher.","Передняя Левая дверь от Водника для бездорожья. Обеспечивает безопасность водителя в автомобиле.","Front Left door of the Vodnik off-road. Keeps the driver safe inside the vehicle.","Front Left door of the Vodnik off-road. Keeps the driver safe inside the vehicle.","Portiera Sinistra per il Vodnik. Tiene il guidatore al sicuro.","Front Left door of the Vodnik off-road. Keeps the driver safe inside the vehicle.","Porte avant gauche du Vodnik  tout-terrain. Garde le conducteur en sécurité à l'intérieur du véhicule.","Vodnik越野車的左前門。保持駕駛員安全地留在車內。","Porta dianteira esquerda do off-road de Vodnik. Mantém o motorista seguro dentro do veículo.","Front Left door of the Vodnik off-road. Keeps the driver safe inside the vehicle.","越野Vodnik的左前门。确保驾驶员在车内安全。",
"STR_EXPANSION_VEHICLE_VODNIK_DOOR_RIGHT","Vodnik Right Door","Vodnik Right Door","Vodník Pravé dveře","Vodnik Tür (Rechts)","Водник правая дверь","Vodnik Right Door","Vodnik Right Door","Portiera Destra Vodnik","Vodnik Right Door","Portière avant Droite de Vodnik","Vodnik右門","Vodnik Porta direita","Vodnik Right Door","Vodnik 右门",
"STR_EXPANSION_VEHICLE_VODNIK_DOOR_RIGHT_DESC","Front Right door of the Vodnik off-road. Keeps the co-driver safe inside the vehicle.","Front Right door of the Vodnik off-road. Keeps the co-driver safe inside the vehicle.","Přední pravé dveře terénního vozidla Vodník. Udržuje spolujezdce v bezpečí uvnitř vozidla.","Vordere rechte Tür (Rechts) des Vodnik Offroads. Hält den Fahrer sicher.","Передняя правая дверь от Водника для бездорожья. Обеспечивает безопасность второго водителя в автомобиле.","Front Right door of the Vodnik off-road. Keeps the co-driver safe inside the vehicle.","Front Right door of the Vodnik off-road. Keeps the co-driver safe inside the vehicle.","Portiera Destra per il Vodnik. Tiene il guidatore al sicuro.","Front Right door of the Vodnik off-road. Keeps the co-driver safe inside the vehicle.","Porte avant droite du Vodnik  tout-terrain. Garde le conducteur en sécurité à l'intérieur du véhicule.","Vodnik越野車的右前門。保持副駕駛安全地留在車內。","Porta dianteira direita do off-road de Vodnik. Mantém o motorista seguro dentro do veículo.","Front Right door of the Vodnik off-road. Keeps the co-driver safe inside the vehicle.","越野Vodnik的右前门。确保驾驶员在车内安全。",
"STR_EXPANSION_VEHICLE_VODNIK_WHEEL","Vodnik Wheel","Vodnik Wheel","Kolo Vodník","Vodnik Rad","Водник Колесо","Vodnik Wheel","Vodnik Wheel","Ruota Vodnik","Vodnik Wheel","Roue de Vodnik","Vodnik輪子","Roda do Vodnik","Vodnik Wheel","Vodnik 车轮",
"STR_EXPANSION_VEHICLE_VODNIK_WHEEL_DESC","A wheel of the GAZ 3937 off-road. Deep-treaded tire is used to improve vehicle driving capabilities in terrain.","A wheel of the GAZ 3937 off-road. Deep-treaded tire is used to improve vehicle driving capabilities in terrain.","Kolo vozidla GAZ 3937. Hluboký dezén pneumatik se používá k zlepšení jízdních vlastností vozidla v terénu.","Ein Rad des GAZ 3937 Offroads.","Колесо от внедорожника ГАЗ 3937. Шина с глубоким протектором используется для улучшения управляемости автомобиля по бездорожью.","A wheel of the GAZ 3937 off-road. Deep-treaded tire is used to improve vehicle driving capabilities in terrain.","A wheel of the GAZ 3937 off-road. Deep-treaded tire is used to improve vehicle driving capabilities in terrain.","Una ruota del Vodnik. Con il battistrada profondo, è l'ideale per terreni sconnessi..","A wheel of the GAZ 3937 off-road. Deep-treaded tire is used to improve vehicle driving capabilities in terrain.","Une roue du GAZ 3937 tout-terrain. Le pneu à bande de roulement profonde est utilisé pour améliorer les capacités de conduite du véhicule en terrain.","GAZ 3937 越野車的一個輪子。深花紋胎用於提高車輛在不平地形中的行駛能力。","Uma roda do off-road GAZ 3937. O pneu de banda larga é usado para melhorar as capacidades de direção do veículo em terreno.","A wheel of the GAZ 3937 off-road. Deep-treaded tire is used to improve vehicle driving capabilities in terrain.","GAZ 3937越野车轮。深胎轮胎用于提高地形上的车辆行驶能力。",
