LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESESIMP,
STR_EXPANSION_BAGUETTE_DESC,"A baguette is a long, thin loaf of French bread that is commonly made from basic lean dough. It is distinguishable by its length and crisp crust.","A baguette is a long, thin loaf of French bread that is commonly made from basic lean dough. It is distinguishable by its length and crisp crust.","Bageta je dlouhý, tenký bochník francouzského chleba, který se běžně vyrábí ze základního chudého těsta. Rozeznává se svou délkou a křupavou kůrkou.","Ein Baguette ist ein langes, dünnes Weißbrot. Oft in der Nähe von weißen Flaggen zu sehen.","Багет - это длинная тонкая буханка французского хлеба, которая обычно изготавливается из нежирного теста. Его можно отличить по длине и хрустящей корочке.","Bagietka jest długim i cieńkim bochenkiem Francuskiego chleba, która najczęściej robiona jest z chudego ciasta. Jest rozpoznawalna po swojej długości i kruchej skorupię. ","A baguette is a long, thin loaf of French bread that is commonly made from basic lean dough. It is distinguishable by its length and crisp crust.",La baguette è un filone sottile di pane Francese fatto principalmente di Pasta Magra. Si contraddistingue dalla sua lunghezza e dalla crosta croccante.,Un baguette es un largo y fino pan francés que comúnmente se prepara con masa marga básica. Es distinguible por su largo y crujiente cortaza.,"Une baguette de pain ou simplement baguette, aussi appelée baguette de Paris, ou encore pain français (belgicisme et québécisme), mais aussi pain baguette est une variété de pain, reconnaissable à sa forme allongée.",長而薄的法式麵包棒，酥脆的外殼可以和主體分離，味道優美。CLT腐竹友情分享：法棒最棒的吃法一定是撥開它，抽絲吃，你也可以用榨汁機把它炸成粉末，這樣的粉末你可以吃上一整天。,"Uma baguete é um pão longo e fino de pão francês, geralmente feito de massa magra básica. É distinguível pelo seu comprimento e crosta crocante",バゲットは細長いフランスパンで主に小麦粉を使用しています。長さと香ばしく焼かれた表面で見分けをつけれます。,长而薄的法式面包棒，酥脆的外壳可以和主体分离，味道优美。CLT腐竹友情分享：法棒最棒的吃法一定是拨开它，抽丝吃，你也可以用榨汁机把它炸成粉末，这样的粉末你可以吃上一整天。,
STR_EXPANSION_BREAD,Bread,Bread,Chléb,Brot,Хлеб,Chleb,Bread,Pane,Pan,Pain,麵包,Pão,パン,面包,
STR_EXPANSION_BREAD_DESC,"Bread is a staple food prepared from a dough of flour and water, usually by baking.","Bread is a staple food prepared from a dough of flour and water, usually by baking.","Chléb je základní jídlo připravené z těsta mouky a vody, obvykle pečením.","Brot ist ein Grundnahrungsmittel, welches durch Backen aus Mehl und Wasser hergestellt wird.","Хлеб - это основной продукт питания, приготовленный из теста из муки и воды, обычно путем выпечки.","Chleb jest podstawowym pożywieniem przygotowanym z ciasta, mąki oraz wody, zwykle poprzez pieczenie.","Bread is a staple food prepared from a dough of flour and water, usually by baking.","Il pane, è un alimento primario fatto di una pasta di Acqua e Farina, solitamente cotta in forno.","El pan es un alimento básico preparado con harina, masa y agua, principalmente al horno.","Le pain est l'aliment de base traditionnel de nombreuses cultures. Il est fabriqué à partir des ingrédients qui sont la farine et l'eau. Il contient généralement du sel. D'autres ingrédients s'ajoutent selon le type de pain et la manière dont il est préparé culturellement. Lorsqu'on ajoute le levain ou la levure, la pâte du pain est soumise à un gonflement dû à la fermentation. Le pain est obtenu par cuisson de la pâte, au four traditionnel, ou four à pain, ou par d'autres méthodes (pierres chaudes par exemple).",麵粉烘焙而成的一般麵包。,"O pão é um alimento básico preparado a partir de uma massa de farinha e água, geralmente por cozimento.",パンは小麦粉と水を混ぜ合わせ、通常は焼いて生成されます。,面粉烘焙而成的一般面包。,
STR_EXPANSION_CHEESE,Cheese,Cheese,Sýr,Käse,Сыр,Ser,Cheese,Formaggio,Queso,Fromage,奶酪,Queijo,チーズ,奶酪,
STR_EXPANSION_CHEESE_DESC,"Cheese is a dairy product derived from milk that is produced in a wide range of flavors, textures, and forms by coagulation of the milk protein casein.","Cheese is a dairy product derived from milk that is produced in a wide range of flavors, textures, and forms by coagulation of the milk protein casein.","Sýr je mléčný výrobek získaný z mléka, který se vyrábí v celé řadě příchutí, textur a forem koagulací kaseinu z mléčných bílkovin.","Käse ist ein Molkereiprodukt gewonnen aus Milch mit einer Vielzahl von Geschmäckern, Texturen und Formen durch die Gerinnung vom Milcheinweiß Kasein.","Сыр - это молочный продукт, получаемый из молока, который производится широком диапазоне вкусов, текстур и форм путем коагуляции казеина.",Ser jest produktem mleczarskim pochodzacym z mleka. Jest wytwarzany w wielu smakach i formach poprzez koagulację kazeiny białka mleka.,"Cheese is a dairy product derived from milk that is produced in a wide range of flavors, textures, and forms by coagulation of the milk protein casein.","Il formaggio è un prodotto caseario derivato dal latte che si trova in migliaia di varietà di sapori, aspetto e forme. Ottenuto dalla coagulazione della Caseina, una proteina del latte.","El queso es un lácteo derivado de la leche que se produce en un amplio rango de sabores, texturas y formas mediante la coagulación de la caseína.","Le fromage est un aliment obtenu à partir de lait coagulé ou de produits laitiers, comme la crème, puis d'un égouttage suivi ou non de fermentation et éventuellement d'affinage (fromages affinés). Le fromage est fabriqué à partir de lait de vache principalement, mais aussi de brebis, de chèvre, de bufflonne ou d'autres mammifères.",奶酪是從牛奶中提取的乳製品，由牛奶蛋白酪蛋白凝固而成，具有多種風味、質地和形狀。,"O  queijo é um produto lácteo derivado do leite produzido em uma ampla variedade de sabores, texturas e formas por coagulação da caseína da proteína do leite.",チーズはミルクより生成される乳製品で、たんぱく質の種類によって幅広い味や材質があります。,奶酪是从牛奶中提取的乳制品，由牛奶蛋白酪蛋白凝固而成，具有多种风味、质地和形状。,
STR_EXPANSION_EGG,Egg,Egg,Vejce,Ei,Яйцо,Jajko,Egg,Uovo,Huevo,Œuf,雞蛋,Ovo,卵,鸡蛋,
STR_EXPANSION_EGG_DESC,What came first?,What came first?,Co bylo první?,Was kam zuerst?,Что появилось раньше?,Co było pierwsze?,What came first?,Cosa è nato prima?,¿Que vino primero?,Qui est arrivé en premier ?,是先有雞還是先有蛋？,O que veio primeiro?,何が先に誕生したでしょう？,是先有鸡还是先有蛋？,
STR_EXPANSION_HERO_SET,Hero Set,Hero Set,Set pro hrdiny,Helden-Set,Набор героя,Zestaw Bohatera,Hero Set,Set dell' Eroe,Kit de Héroe,Tenue de Héro,英雄套裝,Conjunto Herói,ヒーローセット,英雄套装,
STR_EXPANSION_HERO_SET_DESC,This package contains everything that true hero deserves.,This package contains everything that true hero deserves.,"Tento balík obsahuje vše, co potřebuje pořádný hrdina v apokalypse.","Diese Packet beeinhaltet alles, was echt Helden brauchen.",Этот набор содержит всё чего заслуживает настоящий герой.,"Ten zestaw zawiera wszystko, na co zasługuje prawdziwy bohater.",This package contains everything that true hero deserves.,Questo set contiene tutto ciò di cui un Eroe ha bisogno,Este paquete contiene todo lo que un verdadero héroe necesita.,Ce paquet contiens tout ce qu'un vrai héro mérite.,這個包裹裡包含了“正義夥伴”所需要擁有的一切,Esse pacote contém um conjunto herói.,ヒーローに最も値する備品が入っています,这个包裹里包含了“正义伙伴”所需要拥有的一切,
STR_EXPANSION_BANDIT_SET,Bandit Set,Bandit Set,Set pro bandity.,Banditen-Set,Набор бандита,Zestaw Bandyty,Bandit Set,Set del Bandito,Kit de Bandido,Tenue de Bandit,土匪套裝,Conjunto Bandido,バンディットセット,土匪套装,
STR_EXPANSION_BANDIT_SET_DESC,This package contains bandit set,This package contains bandit set,"Tento balík obsahuje vše, co dělá z bandita banditu.",Dieses Packet beeinhaltet das Banditen Set.,Этот набор содержит вещи бандита,Ten pakunek zawiera zestaw bandyty.,This package contains bandit set,"Questo set contiene tutto ciò di cui un Bandito ha bisogno, per avere altro di cui non ha bisogno",Este paquete contiene un kit de bandido.,Ce paquet contiens une tenue de bandit,這個包裹裡包含了土匪用的東西。,Esse pacote contém um conjunto bandido.,バンディットが必要とする備品が入っています,这个包裹里包含了土匪用的东西。,
STR_EXPANSION_ITEM_SURVIVALGUIDE_NAME,Expansion Survival Guide,Expansion Survival Guide,Příručka přežití v Expansion,Expansion Überlebens-Anleitung,Руководство по выживанию Expansion,Poradnik Przetrwania Expansion,Expansion Survival Guide,Guida alla Sopravvivenza di Expansion,Guía de supervivencia de expansión,Guide de Survie d'Expansion,Expansion 倖存指南,Expansion Guia de Sobrevivência,Expansion サバイバルガイド,Expansion 幸存指南,
STR_EXPANSION_ITEM_SURVIVALGUIDE_DESC,Take me into your hands and use me,Take me into your hands and use me,Vem si mě do ruky.,Nimm mich in die Hand und benutz mich.,Возьми меня в руки и пользуйся,Weź mnie w ręce i użyj mnie!,Take me into your hands and use me,Mettimi in mano ed usami,Llevame a tus manos y usame,Prend moi dans tes mains et utilise moi.,將我放到手中然後使用我。,Me pegue nas mãos e me use.,手にとって私を使ってください,将我放到手中然后使用我。,
STR_EXPANSION_HASHTAG,#,#,#,#,#,#,#,#,#,#,#,#,#,#,
STR_EXPANSION_AI_LEPUS_EUROPAEUS,Wild Hare,Wild Hare,Wild Hare,Wilder Hase,Дикий Заяц,Wild Hare,Wild Hare,Lepre Selvatica,Wild Hare,Lièvre sauvage,野兔,Lebra Selvagem,Wild Hare,野兔,
STR_EXPANSION_AI_LEPUS_EUROPAEUS_DESC,"Hares and jackrabbits are leporids belonging to the genus Lepus. Hares are classified in the same family as rabbits. They are similar in size and form to rabbits and have similar herbivorous diets, but generally have longer ears and live solitarily or in pairs.","Hares and jackrabbits are leporids belonging to the genus Lepus. Hares are classified in the same family as rabbits. They are similar in size and form to rabbits and have similar herbivorous diets, but generally have longer ears and live solitarily or in pairs.","Hares and jackrabbits are leporids belonging to the genus Lepus. Hares are classified in the same family as rabbits. They are similar in size and form to rabbits and have similar herbivorous diets, but generally have longer ears and live solitarily or in pairs.","Hasen und Jackhasen sind Leporiden der Gattung Lepus. Hasen gehören zur selben Familie wie Kaninchen. Sie sind in Größe und Form Kaninchen ähnlich und ernähren sich ähnlich pflanzenfressend, haben aber im Allgemeinen längere Ohren und leben einzeln oder paarweise.","Зайцы относятся к той же семье, что и кролики. Они похожи по размеру и форме на кроликов и имеют похожие растительноядные рационы, но обычно имеют более длинные уши и живут в одиночку или парами.","Hares and jackrabbits are leporids belonging to the genus Lepus. Hares are classified in the same family as rabbits. They are similar in size and form to rabbits and have similar herbivorous diets, but generally have longer ears and live solitarily or in pairs.","Hares and jackrabbits are leporids belonging to the genus Lepus. Hares are classified in the same family as rabbits. They are similar in size and form to rabbits and have similar herbivorous diets, but generally have longer ears and live solitarily or in pairs.","Lepri e Conigli sono leporidi appartenenti al gene Lepus. le Lepri sono classificate nella stessa famiglia dei conigli. Sono simili in dimensioni e forma ed hanno una dieta erbivora molto simile, ma solitamente hanno orecchie più lunghe e vivono isolati od in coppie.","Hares and jackrabbits are leporids belonging to the genus Lepus. Hares are classified in the same family as rabbits. They are similar in size and form to rabbits and have similar herbivorous diets, but generally have longer ears and live solitarily or in pairs.","Les lièvres sont des léporides appartenant au genre Lepus. Les lièvres sont classés dans la même famille que les lapins. Ils sont de taille et de forme similaires aux lapins et ont des régimes herbivores similaires, mais ont généralement des oreilles plus longues et vivent solitaires ou en couples.",野兔和野兔屬於Lepus屬的類脂蟲。野兔與兔子屬於同一家族。它們的大小和形式與兔子相似，並且具有相似的草食性飲食，但通常耳朵更長，可以單獨生活或成對生活。,"Lebres são leporídeos pertencentes ao gênero Lepus. As lebres são classificadas na mesma família dos coelhos. Eles são semelhantes em tamanho e forma aos coelhos e têm dietas herbívoros semelhantes, mas geralmente têm orelhas mais longas e vivem solitariamente ou em pares.","Hares and jackrabbits are leporids belonging to the genus Lepus. Hares are classified in the same family as rabbits. They are similar in size and form to rabbits and have similar herbivorous diets, but generally have longer ears and live solitarily or in pairs.",野兔和野兔属于Lepus属的类脂虫。野兔与兔子属于同一家族。它们的大小和形式与兔子相似，并且具有相似的草食性饮食，但通常耳朵更长，可以单独生活或成对生活。,
STR_EXPANSION_DEADSCREEN_STATS_TITLE,Rest in Peace %1,Rest in Peace %1,Rest in Peace %1,Ruhe in Frieden %1,Покойся с миром %1,Rest in Peace %1,Rest in Peace %1,Riposa in Pace %1,Descansa en paz %1,Repose en paix %1,安息 %1,Descanse em Paz %1,Rest in Peace %1,安息 %1,
STR_EXPANSION_DEADSCREEN_STATS_SHOW_BUTTON_LABLE,SHOW CHARACTER STATISTICS,SHOW CHARACTER STATISTICS,SHOW CHARACTER STATISTICS,ZEIGE CHARAKTER STATISTIKEN,ПОКАЗАТЬ СТАТИСТИКУ ПЕРСОНАЖА,SHOW CHARACTER STATISTICS,SHOW CHARACTER STATISTICS,MOSTRA STATISTICHE PERSONAGGIO,mostrar estadisticas del personaje,AFFICHER LES STATISTIQUES DES PERSONNAGES,顯示字符統計,MOSTRAR INFORMAÇÕES,SHOW CHARACTER STATISTICS,显示字符统计,
STR_EXPANSION_DEADSCREEN_STATS_HIDE_BUTTON_LABLE,HIDE STATISTICS,HIDE STATISTICS,HIDE STATISTICS,SCHLIESSE STATISTIKEN,СКРЫТЬ СТАТИСТИКУ,HIDE STATISTICS,HIDE STATISTICS,NASCONDI STATISTICHE,Ocultar estadisticas,MASQUER LES STATISTIQUES,隱藏統計,ESCONDER INFORMAÇÕES,HIDE STATISTICS,隐藏统计,
STR_EXPANSION_DEADSCREEN_STATS_SURVIVED_TIME,Time Survived,Time Survived,Time Survived,Zeit überlebt,Время выжило,Time Survived,Time Survived,Tempo da sopravvissuto,Tiempo sobrevivido,Temps survécu,生存時間,Tempo Sobrevivido,Time Survived,生存时间,
STR_EXPANSION_GRAVECROSS,Grave Cross,Grave Cross,Grave Cross,Grabstein,Могильный крест,Grave Cross,Grave Cross,LAPIDE,Tumba,Croix grave,墳墓十字架,Lápide,Grave Cross,坟墓十字架,
STR_EXPANSION_GRAVECROSS_DESC,A marker for where a dead body is buried,A marker for where a dead body is buried,A marker for where a dead body is buried,Ein Anzeichen für einen begrabenen Menschen.,Маркер места захоронения мертвого тела,A marker for where a dead body is buried,A marker for where a dead body is buried,Un marcatore indicante dove si trova un cadavere sepolto,Marcador para cadaveres enterrados,Un marqueur pour l'endroit où un cadavre est enterré,埋葬屍體的標記,A marcação de onde um corpo está enterrado ,A marker for where a dead body is buried,埋葬尸体的标记,
